Nation,s0,f0,s1,f1,s2,f2,s4,f4,s5,f5,s6,f6,s7,f7,s8,f8,s9,f9,s10,f10,s11,f11,s12,f12,s13,f13,s14,f14,s15,f15,s16,f16,s17,f17,s18,f18,s19,f19,s20,f20,s21,f21,s22,f22,s23,f23,s24,f24,s25,f25,s26,f26,s27,f27,s28,f28,s29,f29,s30,f30,s31,f31,s32,f32,s33,f33,s34,f34,s35,f35,s36,f36,s37,f37,s38,f38,s39,f39,s40,f40,s41,f41,s42,f42,s43,f43,s44,f44,s45,f45,s46,f46,s47,f47,s48,f48,s49,f49,s50,f50,s51,f51,s52,f52,s53,f53,s54,f54,s55,f55,s56,f56,s57,f57,s58,f58,s59,f59,s60,f60,s61,f61,s62,f62,s63,f63,s64,f64,s67,f67,s68,f68,s69,f69,s70,f70,s71,f71,s72,f72,s73,f73,s74,f74,s75,f75,s77,f77,s78,f78,s79,f79,s85,f85,s87,f87,s88,f88
Thanelly,85.25,85.25,7.67,7.67,82,82,1.17,1.17,33.05,32.96,45.83,45.83,607.85,604.65,14.75,14.75,193.5,193.5,179.16,178.21,61.43,61.1,1561.22,1553,1330.88,1323.87,1868.35,1807.59,1310.4,1303.5,-5.81,-4.56,-3.46,-3.46,179.16,178.21,691.03,687.4,691.03,687.4,35.83,35.64,1202.91,1196.58,-6,-6,1484.44,1476.63,-8.81,-8.81,1740.38,1731.22,15.49,15.68,1279.69,1272.95,767.82,763.77,447.89,541.01,319.92,318.24,9.32,9.32,85.73,85.73,16.66,16.66,28.32,28.32,41.11,41.11,1.75,1.75,51.62,51.62,1,1,51.48,51.48,125,125,66.82,67.68,105.73,106.75,69.17,69.26,37.12,37.12,639.85,731.95,86.5,84.47,-92.33,-92.33,51.11,52.27,24.32,22.24,0.69,0.69,94.23,94.23,424.42,424.42,0,0,68,68,75.62,75.67,543.87,541.01,1009.45,1023.22,0.36,0.36,344.3,342.97,9.69,9.68,25.11,25.11,757.02,757.02,1.52,1.48,17.88,17.88,44.97,45,-25.5,-25.5,82.16,82.16,98.83,98.83,19773.8,19809.71,18232.56,18265.67,21268,21307,991.76,986.54,2.49,2.43,447.89,445.53,254600000000,152500000000,9669.39,9449.23,5.18,5.18,7.94,7.96
NRA 1,57.33,57.33,57.33,57.33,57.33,57.33,3.61,3.61,32.57,32.57,42,42,401.16,401.16,50,50,112.5,112.5,1069.75,1069.75,-6,-6,-4.47,-4.47,-7.75,-7.75,0,0,4912.82,4912.82,1604.62,1604.62,-2.74,-2.74,-7.07,-7.07,-8.37,-8.37,1604.62,1604.62,3744.12,3744.12,2674.37,2674.37,2674.37,2674.37,-3.16,-3.16,-3.46,-3.46,2674.37,2674.37,9.33,9.33,1203.47,1203.47,1203.47,1203.47,1604.62,1604.62,401.16,401.16,119.98,119.98,27.72,27.72,12,12,49.93,49.93,21.8,21.8,21.42,21.42,50,50,1,1,50,50,100,100,56.72,56.72,57.19,57.19,69.66,69.66,0.56,0.56,1604.62,1604.62,65.77,65.77,50,50,31.07,31.07,75.9,75.9,3.24,3.24,93.2,93.2,610.35,610.35,0,0,64,64,67.54,67.54,1069.75,1069.75,488.73,488.73,0.33,0.33,126.07,126.07,10.33,10.33,17.16,17.16,522.76,522.76,2.41,2.41,54.44,54.44,52.76,52.76,40,40,-50.99,-50.99,100.2,100.2,33662.34,33662.34,16914.91,16914.91,61030,61030,1069.75,1069.75,10.54,10.54,133.72,133.72,58200000000,46800000000,23193.35,23193.35,7.09,7.09,13.08,13.08
Maus Tec,63.33,63.33,30.67,30.67,70,70,1.95,1.95,30.88,30.88,45.34,45.34,255.1,255.1,45.5,45.5,123.75,123.75,-7.07,-7.07,4236.34,4236.34,0,0,3673.42,3673.42,0,0,2845.2,2845.2,0,0,-6.4,-6.4,-7.07,-7.07,-7.07,-7.07,340.13,340.13,2619.01,2619.01,1020.4,1020.4,-3.16,-3.16,-2.65,-2.65,-6.69,-6.69,0,0,11.7,11.7,2125.82,2125.82,1275.49,1275.49,1020.4,1020.4,255.1,255.1,1130.57,1130.57,51.28,51.28,15.51,15.51,42.97,42.97,29.7,29.7,5.25,5.25,51,51,1,1,50.5,50.5,99,99,63.05,63.05,95.34,95.34,71.68,71.68,13.39,13.39,1020.4,1020.4,90.13,90.13,30,30,41.76,41.76,55.73,55.73,0.98,0.98,93.7,93.7,622.62,622.62,0,0,64,64,53.65,53.65,680.26,680.26,640.96,640.96,0.27,0.27,191.83,191.83,9.82,9.82,12.91,12.91,525.66,525.66,1.98,1.98,41.61,41.61,50.15,50.15,-80.62,-80.62,80.62,80.62,101.85,101.85,28764.94,28764.94,20178.39,20178.39,39353,39353,1530.59,1530.59,2.9,2.9,425.16,425.16,36500000000,28100000000,16741.19,16741.19,6.21,6.21,10.15,10.15
Kawaii Kasto,64,64,57.33,57.33,57.33,57.33,3.61,3.61,32.72,32.43,42,42,524.8,521.8,45,45,123.75,123.75,251.9,250.46,-7.16,-7.16,4870.15,4842.26,-8.12,-8.12,4114.44,3923.9,1074.79,1068.64,-8.6,-8,1889.28,1878.46,-5.83,-5.83,4450.31,4424.82,-3.74,-3.74,-6.63,-6.63,3190.79,3172.51,4870.15,4842.26,1763.33,1753.23,-4.98,-5.83,5122.05,5092.72,9.64,9.95,944.64,939.23,944.64,939.23,1259.52,1565.39,314.88,313.08,119.98,119.98,27.72,27.72,12,12,49.93,49.93,25.94,25.94,15.72,15.72,50,50,1,1,50,50,104,104,57.12,58.33,59.5,68.88,69.51,69.82,2.21,2.21,1259.52,1565.39,83.48,83.5,50,50,21.39,22.89,81.41,79.33,3.24,3.24,93.2,93.2,570.34,570.34,0,0,64,64,67.84,67.83,839.68,834.87,612.63,670.56,0.34,0.32,145.96,145.1,10.78,10.75,17.16,17.16,569.01,569.01,2.04,1.92,52.79,52.79,53.44,53.54,91.1,91.1,-50,-50,100.2,100.2,42819.53,43033.49,21516.28,21623.79,77632,78020,1259.52,1252.31,9.97,8,104.96,104.36,29100000000,26600000000,33656.15,33178.82,6.87,6.87,12.01,12.06
Froggit,64,64,57.33,57.33,57.33,57.33,3.61,3.61,32.71,32.42,42,42,517.15,511.86,45,45,123.75,123.75,-8.6,-8.6,297.88,294.83,2316.82,2293.15,3888.95,3849.22,4468.16,4258.71,-5.44,-5.44,2316.82,2702.64,-1.73,-1.73,4799.13,4750.1,-3.74,-3.74,2316.82,2293.15,3144.26,3112.13,-3.74,-3.74,248.23,245.69,2565.05,2538.85,238.3,235.87,4633.65,4995.8,9.64,9.95,930.87,921.36,930.87,921.36,1241.16,1535.59,310.29,307.12,119.98,119.98,27.72,27.72,12,12,49.93,49.93,27.36,27.36,12.94,12.94,50,50,1,1,50,50,104,104,57.12,58.33,59.5,68.88,69.52,69.83,2.21,2.21,1241.16,1535.59,66.11,65.97,50,50,20.75,22.02,82.02,80.14,3.24,3.24,93.2,93.2,570.34,570.34,0,0,64,64,67.88,67.88,827.44,818.98,633.9,692.82,0.35,0.33,145.96,145.1,12.53,12.49,17.16,17.16,578.57,578.57,1.99,1.88,52.79,52.79,53.45,53.55,-51.96,-51.96,74.16,74.16,100.2,100.2,43451.2,43867.18,21833.69,22042.71,78777,79532,1241.16,1228.47,9.97,8,103.43,102.37,23700000000,21800000000,34413.35,34216.4,6.87,6.87,11.51,11.55
1st Vi Guard,97,97,66.67,66.67,97,97,102.81,102.81,101.52,93.14,42,42,-4.47,-4.47,3,3,218.25,218.25,4682.75,4647.89,0,0,0,0,5723.36,5680.76,2601.53,2375.59,-8.18,-8.18,-7.75,-7.07,-5.88,-5.88,-4.47,-4.47,-6.32,-6.32,1040.61,1032.87,5723.36,5680.76,-5.48,-5.48,2081.22,2065.73,520.31,516.43,10822.35,10741.8,4682.75,4647.89,5.29,5.83,520.31,516.43,520.31,516.43,130.08,516.43,-4.47,-4.47,95.92,95.92,0.97,0.97,12,12,107.14,107.14,39,39,1.89,1.89,50,50,1,1,50,50,100,100,38.58,41.9,16.97,22.38,60.64,61.19,47.51,47.51,910.53,1291.08,27.39,27.41,97,97,7.11,7.73,114.03,111.95,1.06,1.06,93.67,93.67,2.2,2.2,0,0,64,64,75.53,75.52,390.23,387.32,72.89,91.61,3.92,3.58,371.37,369.98,16.88,16.85,17.29,17.29,478.97,478.97,126.23,117.62,7.49,7.49,51.07,51.26,-75.17,-75.17,75.17,75.17,97.83,97.83,40479.74,40746.54,2537.54,2554.26,260895,262615,390.23,387.32,20.69,19.43,-6.32,-6.32,800000000,600000000,37605.68,37609.05,3.19,3.8,25.06,25.15
-ECW Paul Heyman-,75.24,75.24,56.22,56.22,45.33,45.33,1.86,1.86,25.21,25.22,41.43,41.43,2413.05,2388.26,28.14,28.14,162,162,2084.88,2063.46,-5.37,-5.37,-5.02,-5.02,-3.95,-3.95,-6.48,-6.78,1482.58,1467.35,1003.83,1375.64,-7.55,-7.55,-7.07,-7.07,154.44,152.85,1312.7,1299.21,-6,-6,926.61,917.09,-4.56,-4.56,2870.95,2841.46,-8.87,-8.87,3088.71,3439.09,19.44,19.6,6466.98,6400.54,3667.84,3630.15,4536.54,4776.52,1158.26,1146.36,196.95,196.95,53.91,53.91,11.33,11.33,40.15,40.15,48.94,48.94,1.42,1.42,50,50,2.52,2.52,50,50,97,97,72.48,73.24,108.68,109.52,83.1,83.08,11.71,11.71,6370.45,6591.6,29.35,28.3,47.17,47.17,76.26,76.38,-32.81,-34.61,6.35,6.35,92.81,92.81,531.5,531.5,-1,-1,77,77,49.29,49.29,1061.74,1050.83,1107.22,1113.24,0.45,0.43,260.9,259.74,9.92,9.92,16.83,16.83,877.85,877.85,1.16,1.14,43.29,43.29,62.08,62.07,-77.97,-77.97,69.43,69.43,104.1,104.1,46321.31,46800.72,33377.46,33722.91,61916,62557,4246.97,4203.34,2.2,2.17,1351.31,1337.43,478700000000,454000000000,10978.15,11044.97,17.41,17.41,36.65,36.76
Beth Phoenixxx,41.78,41.78,18,18,76.67,76.67,1.19,1.19,28.83,28.8,45.83,45.83,832.33,826.5,61.67,61.67,87.75,87.75,-8.12,-8.12,532.69,528.96,2848.43,2828.47,443.91,440.8,-8,-8.25,4853.43,4819.42,440.21,587.73,-2.12,-2.12,-7.87,-7.87,73.99,73.47,-7.48,-7.48,1516.7,1506.07,1923.61,1910.14,-2.45,-2.45,1057.99,1050.58,732.45,727.32,3288.64,3416.21,17.92,18.08,2034.59,2020.34,1572.19,1561.17,1202.26,1331.59,554.89,551,977.25,977.25,83.7,83.7,17.01,17.01,33.74,33.74,30.13,30.13,4.27,4.27,51.62,51.62,2.52,2.52,51.96,51.96,119,119,71.35,72.12,108.75,109.59,74.82,74.88,23.12,23.12,1109.78,1239.75,112.88,112.41,-82,-82,66.32,66.57,-3.69,-5.52,0.71,0.71,94.13,94.13,780.89,780.89,0,0,69,69,76.77,76.83,832.33,826.5,1068.66,1075.88,0.21,0.21,86.34,85.67,9.32,9.31,13.6,13.6,715.7,715.7,1.3,1.28,31.88,31.88,49.02,49.04,70.71,70.71,51.96,51.96,100.62,100.62,30546.63,30758.71,27811.11,28004.2,33229,33459,1387.22,1377.5,2.24,2.21,832.33,826.5,33000000000,29200000000,10294.22,10273.41,8.02,8.02,13.9,13.95
Korallia,65.22,65.22,88.29,88.29,34.67,34.67,2.31,2.31,27.39,27.31,34.68,34.68,469.4,463.45,43.17,43.17,204.25,204.25,1595.94,1575.73,-4.38,-4.38,3191.89,3151.47,12091.63,11938.5,-1.9,-1.9,262.86,259.53,2684.94,3253.43,-13.77,-13.77,-5.29,-5.29,-2.45,-2.45,6289.9,6210.24,1117.16,1103.01,2065.34,2039.18,-6.26,-6.26,1746.15,1724.04,2577.54,2544.9,7472.78,7980.62,14.8,15,2229.63,2201.39,3285.77,3244.16,1290.84,1622.08,2112.28,2085.53,9.32,9.32,43.28,43.28,9.76,9.76,48.96,48.96,46.77,46.77,1.49,1.49,52.16,52.16,1,1,53.84,53.84,76,76,57.47,58.65,45.93,53.87,77.62,77.78,15.18,15.18,1525.54,1853.8,47.56,47.19,70.29,70.29,44.18,44.92,52.92,51.18,44.51,44.51,90.25,90.25,530.78,530.78,10,10,66,66,67.93,67.95,704.09,695.18,383.97,429.5,0.68,0.57,311.11,309.84,6.92,6.92,25.11,25.11,436.35,436.35,3.06,2.71,39.82,39.82,68.71,68.76,-121.37,-121.37,134.65,134.65,112.37,112.37,60137.63,60673.7,38510.31,38853.59,88981,89774,6219.49,6140.72,9.45,7.38,1056.14,1042.76,9197900000000,6099600000000,33556.8,33431.21,4.56,4.56,11.66,11.66
Free States of America,75.39,75.39,100.35,100.35,74.95,74.95,2.11,2.11,289.84,288.99,10.18,10.18,-51.77,-51.77,27.92,27.92,206.25,206.25,18301.6,18285.11,9444.81,9436.3,8204.95,8197.56,28626.16,28600.38,13777.48,13705.87,3856.33,3852.85,33549.13,33632.77,5863.12,5857.84,24865.56,24843.16,12717.67,12706.22,16820.15,16805,11760.43,11749.84,11464.14,11453.81,19418.38,19400.89,16113.61,16099.1,15885.78,15729.96,60055.68,60115.45,23.17,23.17,-50.89,-50.89,341.87,341.57,2222.17,2305.56,4358.88,4354.95,678.23,678.23,47.29,47.29,0.2,0.2,126.55,126.55,78.96,78.96,0.93,0.93,63.46,63.46,0.35,0.35,26.9,26.9,-578,-578,47.52,47.52,7.08,7.08,26.5,26.52,18.2,18.2,8375.89,8453.73,2.94,2.94,41,41,-0.94,-0.91,444.65,442.5,56.97,56.97,83.68,83.68,361.8,361.8,34,34,86,86,82.8,82.79,-23.45,-23.45,13.08,13.17,16.92,16.67,182.02,181.05,69.68,69.67,15,15,1.89,1.89,427.07,422.83,36.8,36.8,61.08,61.09,-375.52,-375.52,444.15,444.15,10.57,10.57,293059.93,292879.93,196831.3,196710.4,416257,416001,-18.71,-18.71,17.28,17.28,-25.88,-25.88,489290000000000,476976300000000,293059.93,292879.93,8.76,8.76,4.78,4.78
Ionysia,68,68,77.05,77.05,37.07,37.07,1.53,1.53,21.24,21.25,39.43,39.43,7762.94,7688.14,39,39,137.25,137.25,-13.64,-13.64,-9.63,-9.63,-12.73,-12.73,-9.36,-9.36,-11.52,-11.74,-6.2,-6.2,-14.42,-14.07,-20.05,-20.05,-11.36,-11.36,-6,-6,-11.66,-11.66,-11.66,-11.66,-12.08,-12.08,-13.89,-13.89,4123.23,4083.5,-11.46,-11.46,0,0,16.88,17.06,3465.6,3432.2,13446.52,13316.95,3188.35,3569.49,1524.86,1510.17,74.94,74.94,65.29,65.29,8.98,8.98,30.58,30.58,52.16,52.16,1.33,1.33,52.64,52.64,7.73,7.73,50,50,268,268,68.64,69.46,99.44,101.77,90.93,90.92,12.58,12.58,1386.24,1784.75,93.99,92.22,40.57,40.57,75.5,75.76,-2.42,-4.42,7.2,7.2,92.72,92.72,726.3,726.3,0,0,76,76,52.62,52.62,-7.75,-7.75,1200,1204.64,0.25,0.25,69.01,68.41,8.95,8.95,17.42,17.42,1792.16,1792.16,0.91,0.9,42.42,42.42,71.13,71.12,-104.5,-104.5,53.1,53.1,95,95,43631.05,44034.35,34824.22,35146.11,53334,53827,8317.44,8237.29,2.38,2.33,415.87,411.86,1935800000000,1459500000000,10689.61,10656.31,2.63,2.63,69.59,69.79
TesGay,78.83,78.83,13.75,13.75,82,82,1.2,1.2,32.39,32.34,45.83,45.83,536.68,526.74,22.75,22.75,175.5,175.5,715.57,702.33,-8,-8,1240.32,1217.36,-5.66,-5.66,-3.46,-3.46,2289.83,2247.44,1144.91,1357.83,-9.87,-9.87,1431.14,1404.65,-7.07,-7.07,-5.48,-5.48,166.97,163.88,1192.62,1170.54,-4.47,-4.47,2046.53,2008.65,0,0,3100.81,3277.52,11.87,12.12,1431.14,1404.65,834.83,819.38,238.52,409.69,59.63,58.53,1190.86,1190.86,83.05,83.05,18.02,18.02,33.5,33.5,37.88,37.88,1.98,1.98,51.62,51.62,1,1,53.38,53.38,124,124,64.93,65.83,101.44,103.07,69.86,69.92,32.33,32.33,596.31,760.85,75.21,73.4,-86.25,-86.25,47.51,48.42,47.7,45.9,0.69,0.69,94.23,94.23,437.53,437.53,0,0,71,71,76.48,76.53,417.42,409.69,1002.24,1019.15,0.35,0.35,275.07,273.88,9.74,9.74,12.64,12.64,738.12,738.12,1.54,1.49,22.67,22.67,46.18,46.2,54.31,54.31,-18.71,-18.71,92.09,92.09,18635.86,18876.16,16897.44,17115.33,20347,20609,1252.25,1229.07,2.66,2.57,238.52,234.11,223600000000,119600000000,9783.83,9740.1,3.25,3.25,10,10
The Town Hall,87.67,87.67,27,27,80.67,80.67,1.8,1.8,32.31,32.12,45.34,45.34,384.65,383.93,12.33,12.33,198,198,2359.16,2354.74,1600.12,1597.13,1077.01,1074.99,1795.01,1791.65,2256.58,2149.98,902.63,900.94,-4.84,-3.22,2628.41,2623.49,-6.16,-6.16,1333.44,1330.94,2615.59,2610.69,2384.8,2380.34,1077.01,1074.99,1846.3,1842.84,-6.48,-6.48,1584.49,1263.41,3436.16,3429.73,10.72,11,1153.94,1151.78,961.61,959.81,320.54,511.9,256.43,255.95,147.13,147.13,55.42,55.42,16.29,16.29,46.13,46.13,37.61,37.61,2,2,51.62,51.62,1,1,51.48,51.48,107,107,60.15,61.2,85.21,92.93,69.95,70.17,30.77,30.77,833.4,1023.8,60.85,60.08,27,27,23.78,25.34,72.61,70.28,0.69,0.69,94.23,94.23,300.97,300.97,0,0,64,64,54.77,54.74,576.97,575.89,509.01,559.11,0.55,0.5,346.52,345.19,9.87,9.87,17.03,17.03,565.66,565.66,2.33,2.17,24.23,24.23,48.91,48.98,-50,-50,67.82,67.82,101.04,101.04,33540.8,33441.45,24529.84,24457.18,44258,44127,1153.94,1151.78,3.91,3.34,192.32,191.96,493500000000,341000000000,25558.09,24980.76,3.25,3.25,9.45,9.48
BRU MkI,50.42,50.42,75.75,75.75,16.71,16.71,1.25,1.25,23.37,23.35,27.34,27.34,1313.47,1309.18,55.18,55.18,65.25,65.25,3752.77,3740.5,-13.48,-13.48,-3.61,-3.61,-6.48,-6.48,-17.26,-17.26,-12.45,-12.45,20415.06,20597.71,-7.31,-7.31,-16.88,-16.88,2001.48,1994.94,4002.95,3989.87,-10.25,-10.25,-3.16,-3.16,-9.64,-9.64,-10.44,-10.44,-11.08,-11.08,24167.83,24338.22,32.26,32.36,1938.93,1932.59,4315.68,4301.58,14323.06,14463.28,3314.95,3304.11,3000.39,3000.39,79.74,79.74,0.85,0.85,22.74,22.74,35.65,35.65,2.21,2.21,40.38,40.38,7.03,7.03,40.94,40.94,81,81,99.68,100.22,137.64,137.64,89.37,89.42,22.28,22.28,15011.07,15149.04,5.94,5.91,22.62,22.62,91.83,91.89,-226.78,-228.58,41.54,41.54,90.45,90.45,2018.44,2018.44,-15,-15,58,58,43.64,43.64,4753.51,4737.97,1177.69,1182.56,0.21,0.21,134.28,133.45,8.83,8.83,6.37,6.37,484.65,484.65,0.96,0.95,32.72,32.72,69.19,69.21,-68.25,-68.25,62.88,62.88,110,110,95282.78,95594.83,84557.54,84834.47,106041,106389,4690.96,4675.63,1.67,1.67,2001.48,1994.94,498100000000,490800000000,7813.19,7743.18,35.52,35.52,7.48,7.48
Grand Beringia,71.47,71.47,96.01,96.01,70.86,70.86,1.57,1.57,21.14,21.16,29.05,29.05,13335.3,13221.66,33.8,33.8,1216.75,1216.75,-20.15,-20.15,-12.52,-12.52,-13.71,-13.71,-8.34,-8.34,-14.51,-14.69,-8.85,-8.85,-12.08,-11.66,-21.32,-21.32,-12.61,-12.61,-11.66,-11.66,-15.68,-15.68,-12.37,-12.37,-14,-14,-18.84,-18.84,-2.8,-2.8,-15.68,-16.07,0,0,20.02,20.17,1512.25,1499.36,15122.5,14993.63,2612.07,2998.73,4674.23,4634.4,74.94,74.94,63.88,63.88,1.06,1.06,46.08,46.08,57.42,57.42,1.21,1.21,53.9,53.9,6.47,6.47,44.79,44.79,361,361,65.43,66.31,107.73,108.66,90.98,90.97,13.73,13.73,3849.36,4225.48,46,44.75,42.43,42.43,57.99,58.82,-6.7,-8.62,0.77,0.77,93.9,93.9,431.25,431.25,1,1,83,83,53.94,53.95,687.39,681.53,1257.64,1261.82,0.34,0.33,340.65,339.32,9.2,9.2,17.42,17.42,2447.76,2447.76,0.81,0.8,41.27,41.27,79.03,79.03,-117.35,-117.35,66.11,66.11,88.83,88.83,55128.4,55476.43,43491.49,43766.06,68082,68512,10035.84,9950.32,2.61,2.53,1374.77,1363.06,9686300000000,6565200000000,23153.93,22856.29,0.55,0.55,109.81,109.88
WA Guinea Pig,75,75,29.78,29.78,56.44,56.44,1.35,1.35,28.89,28.86,42,42,927.43,919.01,28.5,28.5,162,162,1916.69,1899.29,3041.97,3014.35,-5.66,-5.66,2349.49,2328.16,-10.77,-10.95,593.55,588.17,1916.69,2205.62,1623,1608.27,-8.37,-8.37,-8.25,-8.25,-7.62,-7.62,-6.93,-6.93,2844.12,2818.3,1916.69,1899.29,4297.09,4258.08,856.93,499.44,3833.37,4104.91,11.66,11.92,927.43,919.01,1854.86,1838.02,1391.14,1608.27,309.14,306.34,119.98,119.98,74.17,74.17,12,12,33.83,33.83,30.48,30.48,3.64,3.64,50,50,3.3,3.3,50,50,129,129,62.62,63.59,98.83,102.46,74.72,74.77,14.75,14.75,1391.14,1608.27,57.45,55.88,29.33,29.33,36.42,37.77,56.71,54.68,2.48,2.48,93.32,93.32,609,609,0,0,62,62,56.22,56.22,618.29,612.67,796.35,855.53,0.35,0.35,213.27,212.22,9.59,9.59,17.16,17.16,737.12,737.12,1.74,1.67,40.25,40.25,50.21,50.23,-76.81,-76.81,65.57,65.57,101.45,101.45,31867.07,31993.9,27216.49,27324.8,36694,36840,618.29,612.67,2.97,2.82,309.14,306.34,1251700000000,768800000000,20267.46,19900.2,7,7,12.75,12.79
Camper Chanku,53.33,53.33,38.67,38.67,57.33,57.33,1.5,1.5,30.43,30.39,42,42,885.55,869.9,53,53,105.75,105.75,-7.75,-7.75,0,0,-3.61,-3.61,-5.66,-5.66,1062.67,869.9,-2,-2,442.78,869.9,0,0,4870.55,4784.44,-6.32,-6.32,4427.77,4349.49,-6.32,-6.32,-8.94,-8.94,3099.44,3044.64,885.55,869.9,-10.51,-11.08,442.78,869.9,10.86,11.14,1328.33,1304.85,1328.33,1304.85,1771.11,2066.01,442.78,434.95,119.98,119.98,66.5,66.5,12,12,38.61,38.61,23.45,23.45,19.4,19.4,50,50,1,1,50,50,114,114,62.16,63.14,95.15,99.98,72.3,72.35,6.17,6.17,1771.11,2066.01,84.11,82.21,36,36,45.61,46.76,56.98,55.1,2.55,2.55,93.31,93.31,756.54,756.54,0,0,62,62,57.55,57.57,885.55,869.9,728.92,786.28,0.26,0.26,116.38,115.61,11.48,11.45,17.16,17.16,647.48,647.48,1.83,1.75,48.83,48.83,51.1,51.12,15.81,15.81,-30,-30,101.45,101.45,27850.7,28271.69,22446.83,22786.14,33754,34264,1106.94,1087.37,3.07,2.89,442.78,434.95,257100000000,172100000000,15150.78,15040.54,7.76,7.76,9.24,9.27
Southern Low Countries,69.07,69.07,61.71,61.71,79.33,79.33,1.32,1.32,21.62,21.62,41.43,41.43,8709.6,8666.26,37.4,37.4,149.75,149.75,-15.1,-15.1,-12.26,-12.26,-15.17,-15.17,-10.04,-10.04,-14.87,-15,-9.55,-9.55,-16.31,-16,-18.93,-18.93,-16.82,-16.82,-14.42,-14.42,-15.75,-15.75,-15.2,-15.2,-12.96,-12.96,-20.78,-20.78,2575.86,2563.05,-23.08,-23.08,0,0,23.92,24.04,3991.9,3972.04,12157.15,12096.65,3719.72,3972.04,1995.95,1986.02,239.44,239.44,75.85,75.85,12,12,35.21,35.21,68.79,68.79,1.04,1.04,43.65,43.65,6.08,6.08,50.5,50.5,310,310,74.59,75.32,114.93,115.6,90.72,90.72,21.8,21.8,3719.72,3972.04,105.03,104.3,27.29,27.29,88.43,88.67,-109.37,-111.37,0.73,0.73,94.05,94.05,473.48,473.48,0,0,88,88,45.36,45.36,1088.7,1083.28,1278.78,1282.81,0.21,0.21,128.49,127.67,9.01,9.01,16.68,16.68,2256.37,2256.37,0.77,0.77,33.2,33.2,68.07,68.07,-131.38,-131.38,75.89,75.89,102.24,102.24,54470.55,54741.15,47076.19,47310.05,62065,62373,9435.4,9388.45,2.12,2.1,1633.05,1624.92,809100000000,763400000000,6318.58,6185.75,0.78,0.78,107.4,107.46
Cylarn,73.33,73.33,96.2,96.2,67.43,67.43,1.45,1.45,19.46,19.46,30.85,30.85,7948.11,7916.83,31,31,217.25,217.25,-20.49,-20.49,-14.42,-14.42,-12.41,-12.41,-13.86,-13.86,-21.81,-21.93,-10.2,-10.2,8766.07,9039.02,-18.37,-18.37,0,0,-21.68,-21.68,-19.24,-19.24,-13.82,-13.82,-10.95,-10.95,-17.38,-17.38,521.64,519.59,-5.6,-5.6,8766.07,9039.02,33.82,33.91,5787.46,5764.68,14970.23,14911.3,10494.6,10683.87,4166.97,4150.57,19.47,19.47,68.74,68.74,0.89,0.89,39.99,39.99,72.34,72.34,1,1,31.99,31.99,12.78,12.78,39.73,39.73,393,393,94.6,95.17,122.75,122.75,92.08,92.08,15.1,15.1,19445.87,19599.91,6.19,6.17,36.12,36.12,95.27,95.29,-289.96,-291.76,20.4,20.4,91.7,91.7,492.42,492.42,8,8,119,119,41.51,41.51,2314.98,2305.87,1448.74,1452.03,0.21,0.21,173.54,172.59,7.56,7.56,18.01,18.01,2688.56,2688.56,0.59,0.59,39.9,39.9,83.05,83.05,-132.88,-132.88,85,85,121.5,121.5,97565.79,97950.36,80030.65,80346.09,116426,116885,12346.58,12297.98,1.73,1.73,1851.99,1844.7,805800000000,782500000000,4585.59,4603.67,30.04,30.04,144.11,144.15
Blackbird,72.28,72.28,24.62,24.62,70.48,70.48,1.28,1.28,15.6,15.6,171.47,171.47,23310.04,23306.01,32.58,32.58,217,217,-75.71,-75.71,-54.86,-54.86,-59.97,-59.97,-41.8,-41.8,-71.51,-71.55,-34.77,-34.77,-77.54,-77.47,-73.34,-73.34,-63.35,-63.35,-62.23,-62.23,-75.05,-75.05,-66.1,-66.1,-60.27,-60.27,-76.82,-76.82,848.65,848.5,-90.58,-90.58,0,0,131.29,131.31,18299.08,18295.91,16947.92,16944.99,11128.39,11158.37,10426.22,10424.41,2739.69,2739.69,78.06,78.06,124.73,124.73,4.46,4.46,282.11,282.11,0.41,0.41,44.48,44.48,38.33,38.33,93.17,93.17,1549,1549,255.27,255.57,231.43,231.43,96.46,96.46,20.33,20.33,6521.71,6552.49,337.86,337.73,-75.38,-75.38,120.57,120.58,-5977.24,-5979.24,0.53,0.53,95.15,95.15,556.61,556.61,190,190,217,217,87.02,87.06,13245.55,13243.26,2799.26,2801.08,0.06,0.06,165.77,164.84,0.99,0.99,7.06,7.06,10435.62,10435.62,0.23,0.23,34.67,34.67,71.04,71.04,-568.06,-568.06,252.54,252.54,344.65,344.65,184233.05,184264.96,161662.21,161690.21,207103,207138,21501.41,21497.69,1.09,1.09,11713.54,11711.51,234400000000,234100000000,0,0,46.69,46.69,258.82,258.84
