Nation,s0,f0,s1,f1,s2,f2,s4,f4,s5,f5,s6,f6,s7,f7,s8,f8,s9,f9,s10,f10,s11,f11,s12,f12,s13,f13,s14,f14,s15,f15,s16,f16,s17,f17,s18,f18,s19,f19,s20,f20,s21,f21,s22,f22,s23,f23,s24,f24,s25,f25,s26,f26,s27,f27,s28,f28,s29,f29,s30,f30,s31,f31,s32,f32,s33,f33,s34,f34,s35,f35,s36,f36,s37,f37,s38,f38,s39,f39,s40,f40,s41,f41,s42,f42,s43,f43,s44,f44,s45,f45,s46,f46,s47,f47,s48,f48,s49,f49,s50,f50,s51,f51,s52,f52,s53,f53,s54,f54,s55,f55,s56,f56,s57,f57,s58,f58,s59,f59,s60,f60,s61,f61,s62,f62,s63,f63,s64,f64,s67,f67,s68,f68,s69,f69,s70,f70,s71,f71,s72,f72,s73,f73,s74,f74,s75,f75,s77,f77,s78,f78,s79,f79,s85,f85,s87,f87,s88,f88
Minyos,69.56,69.56,27.29,27.29,75.67,75.67,1.32,1.32,18.37,18.37,98.34,98.34,11778.32,11767.73,36.67,36.67,1216,1216,-34.29,-34.29,-27.07,-27.07,-25.04,-25.04,-24.81,-24.81,-34.77,-34.85,-18.93,-18.93,-50.58,-50.48,-31.77,-31.77,-28.04,-28.04,-36.14,-36.14,-39.19,-39.19,-33.26,-33.26,-28.91,-28.91,-44.24,-44.24,1977.53,1975.75,-47.6,-47.6,0,0,57.07,57.12,10187.35,10178.19,9314.88,9306.51,4054.41,4127.68,3361.57,3358.55,1666.02,1666.02,75.85,75.85,60.5,60.5,5.8,5.8,143.51,143.51,0.62,0.62,31.28,31.28,22.87,22.87,66.48,66.48,540,540,118.23,118.71,149.63,149.63,93,93,20.21,20.21,2489.1,2563.78,206.17,205.97,-72.71,-72.71,100.53,100.54,-1110.93,-1112.93,0.41,0.41,96.07,96.07,508.26,508.26,54,54,202,202,82.99,83.03,5773.69,5768.5,1755.6,1758.23,0.1,0.1,244.38,243.26,3.9,3.9,10.65,10.65,4241.71,4241.71,0.42,0.42,34.79,34.79,70.55,70.55,-155.94,-155.94,81.71,81.71,167.98,167.98,85554.86,85631.78,73940.8,74007.28,97483,97570,13420.62,13408.55,1.51,1.51,4105.73,4102.04,293100000000,291200000000,0,0,10.82,10.82,196.48,196.51
World Assembly Administered Territory,77.67,77.67,35.11,35.11,64.67,64.67,1.41,1.41,24.2,24.21,42,42,1906.39,1889.59,24.5,24.5,171,171,-12,-12,-7.16,-7.16,-12.17,-12.17,-6.66,-6.66,533.79,423.27,-6.45,-6.45,-4.9,-3.74,-12.67,-12.67,-12.21,-12.21,991.32,982.58,-9.7,-9.7,-8.6,-8.6,-9.7,-9.7,-3.74,-3.74,4033.91,3998.36,230.6,228.56,0,0,15.03,15.23,1334.47,1322.71,6958.31,6896.99,1811.07,2078.54,571.92,566.88,119.98,119.98,70.95,70.95,12,12,33.75,33.75,38.26,38.26,1.94,1.94,50,50,6.08,6.08,50,50,153,153,64.25,65.16,104.49,105.65,86.32,86.29,16.47,16.47,1811.07,2078.54,57.35,55.94,33.33,33.33,69.19,69.59,17.89,15.83,1.06,1.06,93.67,93.67,495.61,495.61,0,0,62,62,54.6,54.6,762.55,755.83,1026.53,1036.85,0.34,0.34,232.21,231.12,9.25,9.25,17.16,17.16,898.6,898.6,1.47,1.43,38.53,38.53,57.13,57.12,-85.91,-85.91,-4.47,-4.47,102.24,102.24,29802.46,30000.87,24860.1,25025.6,35040,35273,2287.66,2267.5,2.73,2.63,571.92,566.88,1341900000000,888600000000,9179.16,9120.26,6.97,6.97,11.85,11.88
Veksar,69,69,100.14,100.14,73.52,73.52,1.32,1.32,15.62,15.62,116.24,116.24,29277.76,29267.12,37.5,37.5,215.75,215.75,-30,-30,-21.54,-21.54,-26.19,-26.19,-16.25,-16.25,-38.4,-38.46,-4.9,-4.9,-57.74,-57.65,-28.98,-28.98,-25.84,-25.84,-34.06,-34.06,-51.48,-51.48,-38.14,-38.14,-27.93,-27.93,-45.98,-45.98,54486.25,54466.46,-45.08,-45.08,0,0,53.67,53.69,18864.98,18858.13,12721.88,12717.26,9584.98,9712.16,6273.8,6271.53,5.46,5.46,75.85,75.85,80.25,80.25,5.27,5.27,226.33,226.33,0.47,0.47,91.23,91.23,38.6,38.6,82.5,82.5,1102,1102,126.65,127.1,149.82,149.82,96.43,96.43,19.04,19.04,-40.37,-40.37,230,229.82,27.29,27.29,99.5,99.51,-917.59,-918.59,0.4,0.4,96.18,96.18,538.76,538.76,274,274,321,321,32.12,32.12,10238.5,10234.78,2172.58,2174.76,0.1,0.1,143.69,142.83,1.49,1.49,55.9,55.9,6794.67,6794.67,0.31,0.31,35.96,35.96,98.81,98.81,-344.14,-344.14,270.31,270.31,155.98,155.98,179962.34,180027.64,155532.49,155588.92,205052,205126,28275.69,28265.42,1.46,1.46,-3.16,-3.16,622900000000,619600000000,899.81,900.14,0.22,0.22,278.59,278.61
DagoniyuhTCB Joint Air Force Markadani Squadron,56,56,0,0,76,76,1,1,43.41,42.23,47.2,47.2,189.23,188.05,51,51,110.25,110.25,173.01,171.93,-9.47,-9.47,-7.87,-7.87,237.89,236.4,-5.48,-5.83,-5.37,-5.37,-12.65,-12.25,126.15,125.36,136.97,136.11,-7.21,-7.21,245.1,243.56,281.14,279.38,-1.41,-1.41,-8.49,-8.49,-11.22,-11.22,-10.86,-10.86,173.01,171.93,18.41,18.57,423.51,420.86,297.36,295.5,315.38,340.27,171.21,170.14,8.21,8.21,100,100,16.66,16.66,17.39,17.39,33.19,33.19,2.6,2.6,50,50,1,1,50,50,104,104,71.97,72.74,111.07,111.84,64.81,64.94,25.31,25.31,234.28,259.68,111.53,111.02,-100,-100,73.19,73.49,-22.45,-24.45,0.72,0.72,94.1,94.1,859.48,859.48,0,0,64,64,74.79,74.85,216.26,214.91,1015.42,1027.59,0.22,0.22,65.76,65.18,9.7,9.7,30.83,30.83,636.35,636.35,1.51,1.46,29.69,29.69,42.31,42.35,-92.2,-92.2,73.48,73.48,107.5,107.5,4355.88,4382.36,4355.88,4382.36,4356,4382,342.42,340.27,2.22,2.19,189.23,188.05,1500000000,1300000000,1167.38,1161.33,8.93,8.93,7.1,7.11
Yotimmoto,65.5,65.5,91.1,91.1,65.62,65.62,1.51,1.51,19.92,19.93,51.1,51.1,14764.94,14712.31,42.75,42.75,78.5,78.5,-22.67,-22.67,-15.07,-15.07,-18.97,-18.97,-12.82,-12.82,-20.52,-20.65,-10.47,-10.47,-22.63,-22.41,-21.63,-21.63,-21.68,-21.68,-19.85,-19.85,-22.67,-22.67,-15.84,-15.84,-15.94,-15.94,-23.02,-23.02,-9.26,-9.26,-23.85,-23.85,0,0,28.95,29.05,8213,8183.72,13749.85,13700.84,8213,8459.58,3598.95,3586.13,496.32,496.32,66.28,66.28,19.56,19.56,28.29,28.29,73.28,73.28,0.99,0.99,41.19,41.19,10.42,10.42,49.5,49.5,438,438,88.2,88.81,120.57,120.57,91.74,91.74,9.25,9.25,3968.08,4229.79,123.32,122.94,39.29,39.29,76.7,76.97,-120.22,-122.27,0.66,0.66,94.36,94.36,578.52,578.52,0,0,76,76,45.09,45.09,3045.27,3034.41,1398.08,1401.54,0.17,0.17,13.67,13.41,5.86,5.86,15.83,15.83,2877.31,2877.31,0.63,0.63,45.75,45.75,78.35,78.35,-121.8,-121.8,51.97,51.97,112.37,112.37,77331.36,77607.45,62216.85,62438.98,93868,94203,12365.64,12321.56,1.82,1.82,1937.9,1930.99,649100000000,634400000000,18018.21,17849.71,0.87,0.87,117.78,117.83
Norvikeland,70.39,70.39,97.83,97.83,72.86,72.86,1.54,1.54,20.29,20.29,12.74,12.74,14263.29,14219.88,35.42,35.42,212.25,212.25,-27.68,-27.68,-21.84,-21.84,-19.73,-19.73,-10.56,-10.56,-18.47,-18.57,-16.69,-16.69,-26.31,-26.12,-20.05,-20.05,-13.42,-13.42,-19.13,-19.13,-17.49,-17.49,-25.38,-25.38,-22.49,-22.49,-26.44,-26.44,9761.02,9731.31,-27.99,-28.21,0,0,29.68,29.78,12942.62,12903.22,16640.51,16589.86,6075.11,6319.95,3345.71,3335.53,1406.5,1406.5,65.08,65.08,0.42,0.42,76.87,76.87,110.92,110.92,0.73,0.73,71.86,71.86,0.87,0.87,48.04,48.04,223,223,73.87,74.61,117.28,117.91,91.5,91.5,14.92,14.92,2025.04,2282.2,60.8,59.34,40.86,40.86,93.06,93.14,-218.98,-220.98,0.67,0.67,94.33,94.33,432.54,432.54,32,32,156,156,39.85,39.85,1760.9,1755.54,1372.45,1376.02,0.17,0.17,180.77,179.81,9.96,9.96,11.71,11.71,2816.07,2816.07,0.66,0.66,40.08,40.08,94.58,94.58,-208.37,-208.37,148.2,148.2,40.34,40.34,87328.7,87589.54,69577.45,69785.27,106918,107237,19898.18,19837.61,2.14,2.12,-11.83,-11.83,2790700000000,2547900000000,6025.68,6043.68,0.34,0.34,150.69,150.72
Seafoam Island,80.83,80.83,100.08,100.08,85.67,85.67,1.55,1.55,20.39,20.39,65.68,65.68,18421.22,18398.87,19.75,19.75,220.25,220.25,856.28,855.24,-17.48,-17.48,-17.98,-17.98,-9.55,-9.55,-14.18,-14.32,-10.62,-10.62,-14.95,-14.51,-21.6,-21.6,-4.24,-4.24,-23.28,-23.28,-28.67,-28.67,-23.79,-23.79,-18.22,-18.22,-29.34,-29.34,10205.92,10193.54,2503.93,2500.9,856.28,855.24,47.22,47.29,16167.86,16148.24,14083.5,14066.42,6703.74,6864.41,9576.78,9565.16,1385.6,1385.6,64.42,64.42,38.16,38.16,8.48,8.48,138.17,138.17,0.63,0.63,72.05,72.05,0.51,0.51,65.81,65.81,441,441,100.44,100.98,129.98,129.98,91.43,91.43,25.46,25.46,14027.16,14178.95,66.27,64.49,-58.29,-58.29,98.94,98.94,-739.01,-741.01,3.24,3.24,93.2,93.2,231.45,231.45,15,15,136,136,77.65,77.71,5126.39,5120.18,1586.15,1589.09,0.16,0.16,370.9,369.51,19.4,19.37,11.8,11.8,4054.76,4054.76,0.5,0.5,29.54,29.54,97.08,97.08,-249.47,-249.47,202.12,202.12,144.14,144.14,139190.93,139359.69,110304.11,110437.85,171219,171427,20561.91,20536.97,1.66,1.66,3211.04,3207.14,930400000000,919400000000,1531.1,1532.96,0.49,0.49,152.1,152.13
Lord Stalker,87.67,87.67,69.33,69.33,23,23,102.81,102.81,113.92,110.87,38.06,38.06,-4.47,-4.47,12.33,12.33,198,198,-3.46,-3.46,2234.94,2220.51,1215.61,1207.77,3575.32,3552.25,5434.49,5257.33,-2.19,-2.19,3932.86,4262.7,2753.71,2735.94,2788.75,2770.76,2073.69,2060.31,7436.67,7388.68,3682.58,3658.82,-3.46,-3.46,5649.01,5612.56,2896.01,2877.32,7207.85,7161.34,5148.47,5470.47,6.48,6.93,-12.65,-12.65,-4.47,-4.47,268.15,532.84,0,0,1034.67,1034.67,0.97,0.97,11.33,11.33,51.14,51.14,24.42,24.42,18.09,18.09,51,51,1,1,52.44,52.44,110,110,35.62,38.84,7.74,9.62,58.48,59.21,37.78,37.78,1340.75,1598.51,12.12,12.08,97,97,5.04,5.43,127.02,125.14,14.5,14.5,92.11,92.11,231.27,231.27,0,0,67,67,76.49,76.5,89.38,88.81,140.75,168.61,3.82,3.49,342.95,341.62,17.38,17.34,13.34,13.34,525.47,525.47,97.62,86.79,17.22,17.22,49.08,49.32,-56.12,-56.12,69.64,69.64,92.89,92.89,60642.14,60996.75,3801.45,3823.68,390844,393129,89.38,88.81,21.82,20.59,-15.17,-15.17,2200000000,1600000000,57610.04,57702.93,4.86,5.51,33.62,33.72
Midnight QuerriaNew Awesome Prussia,67.61,67.61,85.43,85.43,74.38,74.38,1.32,1.32,20.72,20.72,67.49,67.49,11286.37,11265.56,39.58,39.58,165.25,165.25,-22.23,-22.23,-9.12,-9.12,-9.32,-9.32,-14.37,-14.37,-16.6,-16.76,-9.67,-9.67,-26.91,-26.72,-24.09,-24.09,-16.97,-16.97,-19.85,-19.85,-15.62,-15.62,-15.68,-15.68,-12.41,-12.41,-20.27,-20.27,21218.37,21179.26,-26.19,-26.19,0,0,24.1,24.17,4824.01,4815.12,9465.98,9448.54,546.11,817.66,2184.46,2180.43,1339.46,1339.46,75.73,75.73,33.3,33.3,8.39,8.39,85.17,85.17,0.88,0.88,45.31,45.31,11.58,11.58,51.96,51.96,347,347,79.54,80.22,120.2,120.2,91.23,91.23,18.69,18.69,-5.48,-5.48,152.77,152.51,27.43,27.43,77.98,78.12,-63.11,-64.11,0.52,0.52,95.2,95.2,543.78,543.78,9,9,104,104,48.73,48.77,3276.69,3270.65,1359.24,1362.86,0.14,0.14,125.07,124.27,5.21,5.21,11.99,11.99,2443.94,2443.94,0.67,0.67,36.31,36.31,76.79,76.79,-92.03,-92.03,64.27,64.27,121.25,121.25,74100.45,74236.44,63988.66,64106.09,84493,84648,14289.99,14263.66,1.98,1.97,91.02,90.85,675000000000,652700000000,16302.1,16257.78,0.82,0.82,124.8,124.85
Formisia,69.83,69.83,91.95,91.95,40.38,40.38,1.55,1.55,20.1,20.1,23.24,23.24,5941.02,5924.68,36.25,36.25,84,84,-14,-14,-10.81,-10.81,-8.61,-8.61,-9.36,-9.36,-16.52,-16.68,-7.1,-7.1,-9.01,-8.61,-10.82,-10.82,-7.14,-7.14,-4,-4,-14.35,-14.35,-15.17,-15.17,-8.72,-8.72,-21.19,-21.19,13423.78,13386.87,-18.1,-18.1,0,0,30.35,30.45,2522.9,2515.96,12858.65,12823.29,7975.62,8197.17,5208.57,5194.24,18.38,18.38,64.31,64.31,1.3,1.3,37.5,37.5,68.69,68.69,1.04,1.04,46.97,46.97,13.69,13.69,53.84,53.84,150,150,81.93,82.58,127.33,127.84,91.63,91.63,12.07,12.07,10091.6,10307.33,111.81,111.4,41.86,41.86,92.38,92.46,-209.27,-211.27,10.9,10.9,92.39,92.39,669.56,669.56,4,4,104,104,45.53,45.53,5371.33,5356.56,1230.18,1234.55,0.14,0.14,156.99,156.09,7.43,7.43,18.03,18.03,1116.32,1116.32,0.86,0.86,42.93,42.93,77.85,77.85,-117.73,-117.73,97.28,97.28,110.61,110.61,88659.57,88902.73,70196.7,70389.23,109146,109446,11149.59,11118.93,1.93,1.92,3418.12,3408.72,756900000000,728800000000,6738.13,6667.71,22.89,22.89,121.93,121.98
New VeggietownCricket Fans,60.89,60.89,49.52,49.52,76,76,1.36,1.36,21.49,21.49,57,57,11561.32,11535.36,47.33,47.33,179.25,179.25,-23.45,-23.45,-16.73,-16.73,-16.37,-16.37,-16.25,-16.25,-21.26,-21.35,-11.66,-11.66,-25.38,-25.18,-22.08,-22.08,-17.83,-17.83,-23.87,-23.87,-25.3,-25.3,-18.49,-18.49,-20.25,-20.25,-20.98,-20.98,-10.62,-10.62,-29.62,-29.62,0,0,36.5,36.58,13095.53,13066.12,6027.23,6013.69,7835.4,7981.81,2684.86,2678.83,2.91,2.91,73.51,73.51,25.46,25.46,30.98,30.98,82.56,82.56,0.9,0.9,51.62,51.62,6.66,6.66,51.96,51.96,368,368,100.28,100.82,133.42,133.42,90.79,90.79,15.85,15.85,5698.47,5849.68,138.71,138.42,30.14,30.14,92.58,92.67,-293.93,-295.99,0.66,0.66,94.38,94.38,563.99,563.99,12,12,120,120,36.34,36.34,3177.99,3170.86,1509.79,1512.9,0.13,0.13,91.06,90.37,8.73,8.73,94.15,94.15,3045.05,3045.05,0.54,0.54,39.15,39.15,68.12,68.12,-146.82,-146.82,68.85,68.85,125.91,125.91,72984.28,73148.4,62039.23,62178.74,84391,84581,8438.12,8419.17,1.66,1.66,2630.06,2624.16,410300000000,405700000000,5400.84,5339.83,0.93,0.93,139.61,139.64
Warp Zone,71.78,71.78,23.67,23.67,65.11,65.11,1.27,1.27,27.03,27.03,43.68,43.68,1476.06,1453.19,33.33,33.33,150.75,150.75,-10.95,-10.95,1417.02,1395.06,-2.65,-2.65,2361.7,2325.1,-6.03,-6.45,2361.7,2325.1,1062.76,1336.94,-10.95,-10.95,-11,-11,-7.75,-7.75,0,0,619.95,610.34,295.21,290.64,-11.83,-11.83,-9.7,-9.7,-13.04,-13.04,1062.76,1336.94,15.43,15.62,1697.47,1671.17,3173.53,3124.36,1476.06,1671.17,811.83,799.25,658.89,658.89,78.86,78.86,15.09,15.09,31.41,31.41,29.55,29.55,5.64,5.64,52.16,52.16,4.21,4.21,51.48,51.48,146,146,65.52,66.4,104.4,105.54,78.41,78.4,17.07,17.07,1254.65,1453.19,77.35,75.51,23.67,23.67,68.82,68.96,13.44,11.64,1.19,1.19,93.62,93.62,635.01,635.01,0,0,66,66,50.43,50.44,1033.24,1017.23,1031.92,1041.59,0.3,0.3,197.35,196.34,9.39,9.39,15.09,15.09,850.89,850.89,1.45,1.41,37.93,37.93,50.99,50.99,-73.48,-73.48,71.06,71.06,95,95,25683.46,26012.11,22659.37,22949.32,28733,29101,1549.86,1525.85,2.6,2.53,738.03,726.6,1697900000000,1041900000000,8013.24,8063.75,4.83,4.83,12.05,12.11
Regulus Corneas,67.11,67.11,23.67,23.67,66,66,1.24,1.24,25.03,25.02,45.83,45.83,1378.79,1372.13,40.33,40.33,135,135,-7.35,-7.35,423.56,421.52,-8.49,-8.49,-6.2,-6.2,-9.91,-9.91,564.75,562.03,-9.8,-9.27,-8.4,-8.4,-10.95,-10.95,1014.79,1009.89,794.18,790.35,1213.34,1207.48,1676.61,1668.52,-5.83,-5.83,2426.67,2414.96,22.24,22.13,0,0,21.19,21.33,2647.28,2634.5,4467.29,4445.72,2206.07,2360.07,1158.19,1152.59,1246.38,1246.38,80.55,80.55,18.02,18.02,27.18,27.18,37.37,37.37,2.02,2.02,48.6,48.6,5.66,5.66,53.38,53.38,136,136,74.62,75.35,111.45,112.2,83.64,83.67,15.96,15.96,2095.76,2250.3,89.49,87.74,-78.33,-78.33,77.26,77.54,-54.23,-56.23,0.92,0.92,93.73,93.73,700.24,700.24,-8,-8,65,65,78.18,78.23,1103.03,1097.71,1086.32,1092.9,0.26,0.26,174.26,173.32,9.16,9.16,12.39,12.39,767.32,767.32,1.24,1.21,39.04,39.04,54.5,54.51,-66.56,-66.56,28.81,28.81,112.66,112.66,34134.65,34299.15,30455.13,30601.9,37808,37990,2261.22,2250.3,2.12,2.1,1213.34,1207.48,106700000000,100600000000,7748.57,7717.31,16.16,16.16,15.48,15.48
Argesea,42.27,42.27,96.9,96.9,51.05,51.05,1.47,1.47,18.11,18.11,23.71,23.71,1028.64,1026.67,61.3,61.3,61.75,61.75,-14.07,-14.07,-16.69,-16.69,-16.91,-16.91,21889.53,21847.46,-13.87,-14.06,-12.3,-12.3,16934.72,17118.31,-34.84,-34.84,-23.43,-23.43,-27.53,-27.53,30577.78,30519.01,-16.97,-16.97,-16.97,-16.97,-24.84,-24.84,-27.21,-27.21,-26.18,-26.18,16934.72,17118.31,36.24,36.32,4547.69,4538.95,595.53,594.39,18948.69,19074.38,-19.49,-19.49,3336.17,3336.17,68.05,68.05,0.77,0.77,38.54,38.54,85.55,85.55,0.88,0.88,22.26,22.26,27.67,27.67,40.94,40.94,503,503,106.68,106.68,159.12,159.12,93.25,93.25,10.55,10.55,34973.88,35068.76,3.72,3.72,-63,-63,94.23,94.3,-327.07,-328.87,0.76,0.76,93.91,93.91,869.31,869.31,4,4,120,120,83.33,83.37,-29.15,-29.15,1496.71,1499.86,0.14,0.14,43.76,43.28,3.32,3.32,5.56,5.56,2541.84,2541.84,0.55,0.55,44.45,44.45,88.35,88.35,-267.51,-267.51,242.18,242.18,115.2,115.2,140486.71,140757.03,114625.97,114846.54,168433,168757,-3.16,-3.16,1.6,1.6,-27.93,-27.93,867400000000,860100000000,8148.23,8023.15,59.54,59.54,155.34,155.37
Internationalist Unity,65.67,65.67,0,0,76,76,1,1,45.17,43.92,47.2,47.2,190.01,188.26,42.5,42.5,130.5,130.5,-9.59,-9.59,-8.1,-8.1,79.62,78.89,166.48,164.95,-7.07,-7.35,-5.73,-5.73,45.6,70.28,262.39,259.97,-3.46,-3.46,-11.05,-11.05,28.95,28.69,-9.59,-9.59,137.53,136.26,-7.21,-7.21,-10.49,-10.49,-2.41,-2.41,125.22,149.17,18.63,18.79,461.45,457.2,280.49,277.9,298.58,322.73,171.91,170.33,8.21,8.21,100,100,16.66,16.66,18.71,18.71,34.48,34.48,2.37,2.37,47.8,47.8,1,1,50,50,102,102,71.79,72.55,110.05,110.84,64.63,64.76,27.47,27.47,235.25,259.97,108.37,107.84,-100,-100,74.05,74.24,-25.7,-27.56,0.73,0.73,94.04,94.04,779.36,779.36,0,0,66,66,74.55,74.62,217.15,215.15,1038.84,1047.82,0.24,0.24,102.46,101.73,9.53,9.53,30.83,30.83,651.73,651.73,1.42,1.39,27.53,27.53,42.25,42.29,-57.45,-57.45,66.33,66.33,112.37,112.37,4339.42,4378.32,4339.42,4378.32,4339,4378,343.82,340.66,2.22,2.19,262.39,259.97,33400000000,26700000000,1128.25,1129.61,10.04,10.04,7.89,7.91
1st Airborne Roomba Lancers,17.5,17.5,24,24,54.67,54.67,1.67,1.67,30.97,30.91,42,42,728.49,721.41,82.5,82.5,40.5,40.5,339.96,336.66,2447.74,2423.94,-7.48,-7.48,-3.95,-3.95,-6.32,-6.63,1709.53,1692.91,2282.61,2500.9,-9.33,-9.33,1019.89,1009.98,2039.78,2019.95,-2.45,-2.45,-7.42,-7.42,-9.27,-9.27,582.8,577.13,2088.35,2068.05,190.38,188.53,2622.58,2837.55,15.07,15.26,1456.99,1442.82,1153.45,1142.24,1699.82,1863.65,607.08,601.18,663.74,663.74,59.73,59.73,14.16,14.16,32.87,32.87,22.77,22.77,20.27,20.27,51,51,1,1,51.48,51.48,113,113,67.83,68.67,104.08,105.23,71.56,71.64,20.78,20.78,1396.28,1563.06,90.04,88.09,24,24,53.52,54.32,28.27,26.47,3.24,3.24,93.2,93.2,1736.62,1736.62,-8,-8,64,64,51.07,51.08,910.62,901.77,998.14,1017.99,0.23,0.23,103.22,102.5,9.72,9.72,15.06,15.06,655.47,655.47,1.54,1.5,34.22,34.22,49.38,49.41,-60.17,-60.17,28.64,28.64,108.77,108.77,31027.53,31327.08,23617.97,23845.99,39538,39920,1456.99,1442.82,2.42,2.37,667.79,661.29,14800000000,12900000000,14427.8,14316.48,14.93,14.93,11.17,11.21
Kanarchic Communes,86,86,5,5,82,82,1.1,1.1,34.65,34.55,47.2,47.2,394.36,391.43,14,14,193.5,193.5,-5.66,-5.66,1325.05,1315.19,-4.24,-4.24,-4.9,-4.9,495.77,447.34,685.06,679.96,-8.94,-8.22,676.04,671.02,1104.21,1095.99,991.53,984.16,-8.49,-8.49,-9,-9,-7.87,-7.87,315.49,313.14,-5.48,-5.48,34.07,33.82,0,0,15.87,16.06,1239.41,1230.2,676.04,671.02,366.19,447.34,338.02,335.51,196.95,196.95,90.76,90.76,17.69,17.69,25.25,25.25,39.16,39.16,1.87,1.87,49.36,49.36,1,1,51.48,51.48,105,105,67.13,67.98,105.42,106.46,67.72,67.81,38.27,38.27,535.2,615.1,89.19,87.21,-95,-95,62.58,63.78,13.06,10.98,0.69,0.69,94.23,94.23,437.53,437.53,0,0,66,66,75.32,75.38,478.86,475.3,815.81,873.71,0.35,0.34,333.4,332.09,9.69,9.69,16.83,16.83,611.28,611.28,1.72,1.65,16.73,16.73,44.04,44.07,-38.08,-38.08,23.45,23.45,110.31,110.31,14082.27,14100.55,13381.66,13399.03,14743,14763,873.22,866.73,2.47,2.42,619.71,615.1,39100000000,19300000000,5266.77,5104.4,7.14,7.14,9.31,9.34
Chiss Admiral Thrawn,69.9,69.9,47.33,47.33,50.67,50.67,1.57,1.57,24.5,24.5,42,42,1622.79,1609.22,36.14,36.14,144,144,-8.83,-8.83,4478.89,4441.44,1947.34,1931.06,5598.61,5551.8,-10.2,-10.45,778.94,772.42,-6.93,-6.16,-12.79,-12.79,-4.24,-4.24,-6.93,-6.93,-5.29,-5.29,933.1,925.3,-5.29,-5.29,1298.23,1287.37,3026.5,3001.19,149.95,148.69,1947.34,1931.06,13.67,13.89,608.54,603.46,6491.14,6436.87,2231.33,2514.4,202.85,201.15,614.76,614.76,63.83,63.83,14.16,14.16,33.93,33.93,33.3,33.3,2.58,2.58,51,51,5.66,5.66,51.48,51.48,153,153,64.49,65.4,103.56,104.81,85.32,85.31,9.17,9.17,1724.21,2011.52,64.81,63.3,42.5,42.5,54.99,56.18,37.06,35.06,2.77,2.77,93.27,93.27,599.36,599.36,-8,-8,62,62,64.59,64.59,507.12,502.88,1023.91,1034.59,0.41,0.4,202.62,201.6,9.44,9.44,15.29,15.29,874.44,874.44,1.48,1.44,45.83,45.83,58.3,58.3,-78.74,-78.74,92.74,92.74,106.84,106.84,37177.86,37470.46,29316.87,29547.6,45932,46293,1622.79,1609.22,2.7,2.61,405.7,402.3,1051800000000,764900000000,16730.04,16412.06,13.21,13.21,20.81,20.9
Flemingovia,59.33,59.33,86.86,86.86,67.62,67.62,1.47,1.47,18.82,18.82,66.46,66.46,13713.95,13685.1,48.5,48.5,85,85,-16,-16,-17.8,-17.8,-18,-18,-13.1,-13.1,-20.07,-20.2,-12.1,-12.1,-25.46,-25.26,-21.67,-21.67,-22.05,-22.05,-19.39,-19.39,-19.39,-19.39,-19.54,-19.54,-18.06,-18.06,-25.83,-25.83,-5.24,-5.24,-27.35,-27.35,0,0,37.71,37.79,14406.58,14376.27,13713.95,13685.1,9488.95,9676.33,4640.58,4630.82,1730.95,1730.95,68.17,68.17,34.05,34.05,8.54,8.54,88.83,88.83,0.86,0.86,47.8,47.8,14.97,14.97,55.65,55.65,448,448,107.78,108.29,130.88,130.88,92.6,92.6,8.82,8.82,4779.1,4976.4,150.34,150.07,36.86,36.86,94.9,94.98,-347.99,-350.03,0.57,0.57,94.87,94.87,620.27,620.27,-1,-1,100,100,36.91,36.91,3878.69,3870.53,1535.23,1538.28,0.13,0.13,86.43,85.76,6.76,6.76,10.4,10.4,2972.29,2972.29,0.53,0.53,46.18,46.18,79.1,79.1,-188.51,-188.51,118.79,118.79,116.02,116.02,98491.11,98698.6,80430.91,80600.35,117993,118241,14060.26,14030.68,1.59,1.59,3532.38,3524.95,582800000000,577400000000,5023.05,4934.93,14.3,14.3,138.07,138.1
The PoliceMorozko the snow demon,56,56,17.75,17.75,64.67,64.67,1.34,1.34,30.12,30.09,42,42,1087.08,1073.34,51,51,110.25,110.25,-2,-2,2636.46,2603.12,823.89,813.48,833.05,822.51,-3.3,-3.3,3149.1,3109.28,1281.61,1491.37,-5.74,-5.74,-2.45,-2.45,-7.35,-7.35,-4.9,-4.9,915.44,903.86,595.03,587.51,137.32,135.58,2403.02,2372.64,-12.46,-12.55,2105.5,2304.85,14.53,14.73,1315.94,1299.3,1373.15,1355.79,1144.3,1299.3,286.07,282.46,507.09,507.09,74.65,74.65,13.62,13.62,31.51,31.51,30,30,4.52,4.52,50,50,2.52,2.52,50.99,50.99,139,139,65.12,66.02,102.62,103.99,72.74,72.8,13.64,13.64,1029.87,1186.32,90.33,88.38,17.75,17.75,56.32,57.09,28.22,26.42,1.65,1.65,93.49,93.49,852.26,852.26,0,0,64,64,49.91,49.92,801.01,790.88,1019.35,1030.76,0.26,0.26,84.42,83.76,9.6,9.6,15.78,15.78,845.35,845.35,1.49,1.45,41.36,41.36,48.15,48.17,-37.01,-37.01,56.3,56.3,103,103,24847.23,25097.97,21293.21,21508.08,28525,28813,1201.51,1186.32,2.64,2.56,572.15,564.91,1223300000000,784700000000,10858.24,10767.03,7.94,7.94,11.83,11.83
