Nation,s0,f0,s1,f1,s2,f2,s4,f4,s5,f5,s6,f6,s7,f7,s8,f8,s9,f9,s10,f10,s11,f11,s12,f12,s13,f13,s14,f14,s15,f15,s16,f16,s17,f17,s18,f18,s19,f19,s20,f20,s21,f21,s22,f22,s23,f23,s24,f24,s25,f25,s26,f26,s27,f27,s28,f28,s29,f29,s30,f30,s31,f31,s32,f32,s33,f33,s34,f34,s35,f35,s36,f36,s37,f37,s38,f38,s39,f39,s40,f40,s41,f41,s42,f42,s43,f43,s44,f44,s45,f45,s46,f46,s47,f47,s48,f48,s49,f49,s50,f50,s51,f51,s52,f52,s53,f53,s54,f54,s55,f55,s56,f56,s57,f57,s58,f58,s59,f59,s60,f60,s61,f61,s62,f62,s63,f63,s64,f64,s67,f67,s68,f68,s69,f69,s70,f70,s71,f71,s72,f72,s73,f73,s74,f74,s75,f75,s77,f77,s78,f78,s79,f79,s85,f85,s87,f87,s88,f88
Nousagin Military 2nd DivisionThe Lady Eowyn,23.73,23.73,96.76,96.76,25.67,25.67,63.01,63.01,76.32,76.32,29.05,29.05,-12.25,-12.25,76.27,76.27,6,6,6416.91,6416.91,2227.76,2227.76,3390.06,3390.06,6477.44,6477.44,4170.99,4170.99,2082.47,2082.47,10654.49,10654.49,5720.73,5720.73,3753.29,3753.29,3995.43,3995.43,10654.49,10654.49,5194.06,5194.06,3087.38,3087.38,5296.98,5296.98,3511.14,3511.14,5625.73,5625.73,20461.46,20461.46,10.34,10.34,-20,-20,-13.42,-13.42,3405.2,3405.2,2118.79,2118.79,609.8,609.8,1.59,1.59,0.98,0.98,54.37,54.37,14.06,14.06,28.44,28.44,55.36,55.36,0.6,0.6,43.04,43.04,51,49,59.97,59.97,91.05,91.05,62.27,62.27,32.54,32.54,2572.82,2572.82,18.93,18.93,95.25,95.25,4.87,4.87,134.63,134.63,21.44,21.44,91.63,91.63,654.72,654.72,-3,-3,64,64,77.48,77.48,-3.16,-3.16,199.16,199.16,0.46,0.46,10.12,10.12,20.66,20.66,15.31,15.31,37.19,37.19,74.45,74.45,22.46,22.46,63.19,63.19,-82.05,-88.19,117.21,121.49,73.48,73.48,100548.15,100548.15,8929.28,8929.28,562666,562666,-14.49,-13.04,4.14,4.14,-7.07,-7.07,1825200000000,1825500000000,95621.29,95621.29,12.01,12.01,21.87,21.87
Faralried,64,64,53.33,53.33,57.33,57.33,3.25,3.25,32.93,32.93,42,42,283.75,283.75,45,45,123.75,123.75,4161.73,4161.73,4267.66,4267.66,4161.73,4161.73,-7.07,-7.07,-7.07,-7.07,-6.45,-6.45,2648.37,2648.37,-7.38,-7.38,4540.07,4540.07,-4.47,-4.47,-4.47,-4.47,756.68,756.68,2648.37,2648.37,3783.39,3783.39,4540.07,4540.07,1816.03,1816.03,10971.82,10971.82,9.33,9.33,851.26,851.26,851.26,851.26,1135.02,1135.02,283.75,283.75,119.98,119.98,30.79,30.79,12,12,48.38,48.38,25.79,25.79,15.97,15.97,50,50,1,1,50,50,100,100,56.94,56.94,58.63,58.63,69.29,69.29,3.22,3.22,1135.02,1135.02,68.33,68.33,47,47,17.12,17.12,85.88,85.88,3.24,3.24,93.2,93.2,594.18,594.18,0,0,64,64,67.61,67.61,756.68,756.68,492.94,492.94,0.36,0.36,145.93,145.93,12.06,12.06,17.16,17.16,516.99,516.99,2.39,2.39,51.78,51.78,51.97,51.97,87.18,87.18,-45.83,-45.83,100.2,100.2,44201.32,44201.32,23530.06,23530.06,76410,76410,756.68,756.68,10.24,10.24,94.58,94.58,338600000000,340300000000,36642.89,36642.89,6.87,6.87,12.54,12.54
Dinova Kik,69.83,69.83,41.33,41.33,74,74,2.44,2.44,31.67,31.67,43.68,43.68,155.48,155.48,36.25,36.25,144,144,4664.41,4664.41,248.77,248.77,1865.76,1865.76,2736.45,2736.45,932.88,932.88,642.13,642.13,-10.68,-10.68,3641.35,3641.35,932.88,932.88,4664.41,4664.41,4975.37,4975.37,-6.32,-6.32,-5.48,-5.48,4975.37,4975.37,1430.42,1430.42,0,0,6530.17,6530.17,9.59,9.59,1243.84,1243.84,855.14,855.14,777.4,777.4,155.48,155.48,7.94,7.94,40.99,40.99,13.62,13.62,51.32,51.32,32.83,32.83,2.68,2.68,52.16,52.16,1,1,50,50,98,98,59.69,59.69,81.77,81.77,70.69,70.69,15.8,15.8,699.66,699.66,87.06,87.06,38,38,16.47,16.47,84.96,84.96,0.77,0.77,93.9,93.9,446.18,446.18,0,0,64,64,64.79,64.79,544.18,544.18,484.76,484.76,0.33,0.33,90.05,90.05,10.46,10.46,32.57,32.57,440.2,440.2,2.42,2.42,39.2,39.2,51.46,51.46,-48.99,-48.99,73.48,73.48,100.2,100.2,41611.21,41611.21,25877.62,25877.62,63124,63124,1243.84,1243.84,4.67,4.67,77.74,77.74,2600000000,3200000000,34745.36,34745.36,3.06,3.06,10.81,10.81
Essence of the Strait,11,11,75.33,75.33,94,94,38.15,38.15,35.53,35.53,42,42,142.61,142.61,89,89,24.75,24.75,-7.75,-7.75,-6.15,-6.15,570.42,570.42,4563.36,4563.36,7415.46,7415.46,6651.1,6651.1,-5.48,-5.48,1391.83,1391.83,-3.16,-3.16,-6.32,-6.32,1140.84,1140.84,2281.68,2281.68,-3.16,-3.16,-3.16,-3.16,-6.32,-6.32,-3.22,-3.22,570.42,570.42,8.12,8.12,998.24,998.24,998.24,998.24,1140.84,1140.84,142.61,142.61,109.99,109.99,2.62,2.62,12,12,91.89,91.89,23.26,23.26,19.65,19.65,46.97,46.97,1,1,50,50,100,100,51.55,51.55,42.67,42.67,67.05,67.05,40.87,40.87,2281.68,2281.68,90.2,90.2,88,88,16.54,16.54,95.97,95.97,0.79,0.79,93.84,93.84,310.57,310.57,0,0,64,64,73.96,73.96,855.63,855.63,214.79,214.79,0.25,0.25,21.16,21.16,14.1,14.1,17.21,17.21,513.84,513.84,67.51,67.51,14.13,14.13,56.54,56.54,-61.64,-61.64,65.57,65.57,99.3,99.3,41275.61,41275.61,5133.78,5133.78,195840,195840,855.63,855.63,15.55,15.55,-3.16,-3.16,4900000000,5100000000,34465.13,34465.13,10.91,10.91,24.23,24.23
Machinatia,22.75,22.75,68.56,68.56,73.33,73.33,2.43,2.43,28.97,28.97,40.11,40.11,500.19,500.19,77.25,77.25,51.75,51.75,-6.48,-6.48,-3.1,-3.1,2160.8,2160.8,3521.31,3521.31,4081.52,4081.52,4353.62,4353.62,7762.88,7762.88,-8.31,-8.31,2120.79,2120.79,720.27,720.27,4721.75,4721.75,3041.13,3041.13,-1.41,-1.41,3521.31,3521.31,3081.14,3081.14,-8.56,-8.56,9923.69,9923.69,10.54,10.54,300.11,300.11,1500.56,1500.56,1400.52,1400.52,500.19,500.19,919.19,919.19,41.1,41.1,13,13,61.35,61.35,21.98,21.98,21.22,21.22,47.8,47.8,2.52,2.52,51.96,51.96,117,117,63.01,63.01,101.28,101.28,74.58,74.58,19.91,19.91,1600.59,1600.59,75.19,75.19,61.83,61.83,20.5,20.5,79.53,79.53,0.75,0.75,93.97,93.97,581.54,581.54,-8,-8,67,67,70.61,70.61,500.19,500.19,801.09,801.09,0.26,0.26,26.95,26.95,12.1,12.1,13.87,13.87,629.71,629.71,1.73,1.73,35.09,35.09,56.38,56.38,-43.01,-43.01,67.45,67.45,104.46,104.46,54112.11,54112.11,33696.68,33696.68,81995,81995,300.11,300.11,2.91,2.91,800.3,800.3,40800000000,41000000000,43019.13,43019.13,15.62,15.62,23.01,23.01
Bobogoobo,67.89,67.89,35.24,35.24,66.38,66.38,1.41,1.41,20.77,20.77,48.85,48.85,7270.78,7270.78,39.17,39.17,149.25,149.25,-20.69,-20.69,-17.16,-17.16,-16.91,-16.91,-9.74,-9.74,-19.94,-19.94,-11.63,-11.63,-20.35,-20.35,-15.68,-15.68,-19.36,-19.36,-21.63,-21.63,-18.65,-18.65,-17.26,-17.26,-17.55,-17.55,-23.71,-23.71,71.75,71.75,-29.99,-29.99,0,0,31.64,31.64,7589.21,7589.21,7270.78,7270.78,4723.35,4723.35,955.29,955.29,15.25,15.25,70.87,70.87,2.14,2.14,30.42,30.42,69.91,69.91,1.03,1.03,41.19,41.19,13.35,13.35,37.04,37.04,237,237,87.67,87.67,123.47,123.47,91.2,91.2,12.71,12.71,5041.78,5041.78,121.97,121.97,33.43,33.43,95.17,95.17,-262.69,-262.69,0.57,0.57,94.88,94.88,587.51,587.51,6,6,110,110,40.54,40.54,2441.28,2441.28,1323.1,1323.1,0.15,0.15,15.26,15.26,5.38,5.38,18.14,18.14,2034.34,2034.34,0.71,0.71,42.29,42.29,64.54,64.54,-141.58,-141.58,83.94,83.94,125.67,125.67,53196.22,53196.22,44349.09,44349.09,62577,62577,7801.5,7801.5,1.82,1.82,1751.36,1751.36,531700000000,531800000000,2553.42,2553.42,11.26,11.26,131.86,131.86
Cynfin,75.43,75.43,62.67,62.67,70.33,70.33,1.39,1.39,20.28,20.28,45.83,45.83,10386.69,10386.69,27.86,27.86,164.25,164.25,-23.79,-23.79,-15.39,-15.39,-16.61,-16.61,-13.99,-13.99,-18.67,-18.67,-10.88,-10.88,-20.2,-20.2,-22.85,-22.85,-19.42,-19.42,-21.12,-21.12,-22.27,-22.27,-17.2,-17.2,-18.06,-18.06,-21.95,-21.95,-7.86,-7.86,-26.1,-26.1,0,0,32.53,32.53,12026.69,12026.69,12436.69,12436.69,6013.35,6013.35,2596.67,2596.67,246.94,246.94,72.01,72.01,15.51,15.51,31.96,31.96,80.8,80.8,0.92,0.92,48.6,48.6,8.22,8.22,50,50,398,398,91.18,91.18,122.76,122.76,91.5,91.5,18.89,18.89,6970.01,6970.01,106.36,106.36,-68,-68,87.69,87.69,-206.68,-206.68,0.74,0.74,94.02,94.02,468.06,468.06,0,0,109,109,77.91,77.91,1845,1845,1448.2,1448.2,0.18,0.18,247.52,247.52,8.47,8.47,16.66,16.66,2966.4,2966.4,0.59,0.59,36.11,36.11,70.04,70.04,-138.64,-138.64,73.62,73.62,110.31,110.31,72296.82,72296.82,60786.88,60786.88,84409,84409,9293.35,9293.35,1.77,1.77,2460.01,2460.01,546700000000,546800000000,8892.51,8892.51,16.17,16.17,133.86,133.86
Frawley,76.11,76.11,98.73,98.73,74.29,74.29,1.67,1.67,23.48,23.48,11.6,11.6,211.26,211.26,26.83,26.83,200.5,200.5,9253.08,9253.08,9329.14,9329.14,4563.16,4563.16,17534.38,17534.38,8492.56,8492.56,-0.89,-0.89,7360.22,7360.22,11302.28,11302.28,1711.19,1711.19,7351.77,7351.77,8196.8,8196.8,4613.87,4613.87,4605.42,4605.42,7085.58,7085.58,12641.66,12641.66,3471.14,3471.14,21176.46,21176.46,19.31,19.31,-26.65,-26.65,6496.17,6496.17,3221.68,3221.68,3168.86,3168.86,9.84,9.84,59.73,59.73,0.29,0.29,102.7,102.7,82.05,82.05,0.91,0.91,56.66,56.66,0.72,0.72,35.59,35.59,102,102,62.01,62.01,118.3,118.3,88.94,88.94,15.85,15.85,580.96,580.96,6.22,6.22,48,48,6.03,6.03,132.34,132.34,0.62,0.62,94.59,94.59,318.78,318.78,-14,-14,78,78,73.05,73.05,686.59,686.59,722.25,722.25,1.03,1.03,226.14,226.14,15.64,15.64,22.94,22.94,1158.96,1158.96,1.84,1.84,39.15,39.15,88.83,88.83,-244.61,-244.61,274.56,274.56,19,19,147874.59,147874.59,112561.26,112561.26,188434,188434,5334.25,5334.25,3.1,3.1,-5.48,-5.48,18886200000000,18892600000000,139002.12,139002.12,0.57,0.57,64.28,64.28
Haven and Sanctuary WA Puppet,75.5,75.5,51.78,51.78,71.33,71.33,1.48,1.48,22.41,22.41,42,42,4772.32,4772.32,27.75,27.75,164.25,164.25,602.82,602.82,-6.2,-6.2,-7.35,-7.35,-6.84,-6.84,98.46,98.46,-6.57,-6.57,-12.96,-12.96,-11.55,-11.55,-8.49,-8.49,-4.24,-4.24,-14.76,-14.76,100.47,100.47,-11.75,-11.75,-13.71,-13.71,-6.45,-6.45,-12.96,-12.96,602.82,602.82,15.91,15.91,1507.05,1507.05,11051.68,11051.68,1883.81,1883.81,1130.29,1130.29,105.17,105.17,67.41,67.41,12,12,37,37,42.13,42.13,1.69,1.69,50,50,7.03,7.03,50,50,220,220,65.09,65.09,105.64,105.64,90.34,90.34,17.42,17.42,2009.4,2009.4,81.63,81.63,37.83,37.83,96.48,96.48,5.62,5.62,0.73,0.73,94.07,94.07,416.54,416.54,0,0,66,66,53.97,53.97,627.94,627.94,1110.26,1110.26,0.31,0.31,211.78,211.78,9.23,9.23,17.24,17.24,1347.92,1347.92,1.15,1.15,37.58,37.58,62.18,62.18,-61.73,-61.73,33.32,33.32,101.45,101.45,32575.33,32575.33,26443.82,26443.82,39231,39231,4646.73,4646.73,2.64,2.64,502.35,502.35,1261700000000,1262200000000,1140.14,1140.14,6.65,6.65,30.26,30.26
C123po,67.22,67.22,35.78,35.78,67.78,67.78,1.42,1.42,24.33,24.33,42,42,1582.96,1582.96,40.17,40.17,135,135,-11.14,-11.14,-8.67,-8.67,379.91,379.91,3811.78,3811.78,-7.56,-7.56,1317.03,1317.03,-11.58,-11.58,-13.53,-13.53,854.8,854.8,2722.7,2722.7,2089.51,2089.51,-4.9,-4.9,1772.92,1772.92,-7.35,-7.35,4748.89,4748.89,-13.75,-13.75,379.91,379.91,15.13,15.13,1662.11,1662.11,5936.12,5936.12,1266.37,1266.37,474.89,474.89,12.97,12.97,70.55,70.55,12,12,35.33,35.33,38.5,38.5,1.92,1.92,50,50,6.08,6.08,50,50,165,165,65.27,65.27,104.37,104.37,85.87,85.87,12.56,12.56,1503.82,1503.82,77.23,77.23,33.83,33.83,59.12,59.12,23.82,23.82,0.8,0.8,93.83,93.83,575.6,575.6,-4,-4,62,62,54.24,54.24,554.04,554.04,1035.24,1035.24,0.34,0.34,89.41,89.41,9.36,9.36,18.69,18.69,954.37,954.37,1.44,1.44,42.44,42.44,57.03,57.03,-87.58,-87.58,90.94,90.94,105.16,105.16,35822.49,35822.49,29792.66,29792.66,42230,42230,1978.71,1978.71,2.62,2.62,474.89,474.89,1323600000000,1324800000000,14651.4,14651.4,13.87,13.87,14.99,14.99
Desolous,60.67,60.67,54.44,54.44,37.78,37.78,1.87,1.87,28.21,28.21,40.78,40.78,461.49,461.49,47.5,47.5,119.25,119.25,443.03,443.03,3632.89,3632.89,2879.73,2879.73,590.71,590.71,1033.75,1033.75,708.86,708.86,6128.65,6128.65,-4.58,-4.58,516.87,516.87,3765.8,3765.8,443.03,443.03,2658.21,2658.21,443.03,443.03,2658.21,2658.21,2916.65,2916.65,1098.91,1098.91,9451.41,9451.41,10.68,10.68,-4.47,-4.47,2030.58,2030.58,2307.47,2307.47,92.3,92.3,919.19,919.19,53.45,53.45,10.55,10.55,37.98,37.98,20.63,20.63,22.71,22.71,50,50,3.3,3.3,50,50,125,125,63.4,63.4,98.89,98.89,75.95,75.95,6.95,6.95,1569.08,1569.08,50.56,50.56,47.83,47.83,23.71,23.71,73.84,73.84,6.99,6.99,92.74,92.74,732.57,732.57,-4,-4,62,62,68.53,68.53,461.49,461.49,977.88,977.88,0.36,0.36,39.96,39.96,9.86,9.86,13.87,13.87,670.04,670.04,1.56,1.56,48.05,48.05,53.73,53.73,54.31,54.31,30.82,30.82,98.34,98.34,46775.79,46775.79,33549.8,33549.8,62774,62774,92.3,92.3,2.85,2.85,-5.48,-5.48,945300000000,945600000000,35689.93,35689.93,13.88,13.88,13.68,13.68
Dhornaper,56,56,50.4,50.4,57.33,57.33,1.8,1.8,31.2,31.2,42,42,872.73,872.73,51,51,110.25,110.25,1134.55,1134.55,-1.79,-1.79,2443.64,2443.64,1570.91,1570.91,-1.55,-1.55,6702.55,6702.55,3316.37,3316.37,-9.64,-9.64,4189.1,4189.1,698.18,698.18,1134.55,1134.55,-7.35,-7.35,-4.9,-4.9,3316.37,3316.37,2007.28,2007.28,-2.7,-2.7,6894.55,6894.55,9.75,9.75,981.82,981.82,981.82,981.82,1418.18,1418.18,436.36,436.36,119.98,119.98,55.57,55.57,12,12,44.31,44.31,23.22,23.22,19.7,19.7,50,50,1,1,50,50,116,116,59.85,59.85,79.67,79.67,71.26,71.26,2.56,2.56,1418.18,1418.18,75.53,75.53,44.8,44.8,28.01,28.01,72.19,72.19,2.77,2.77,93.27,93.27,661.85,661.85,0,0,64,64,65.67,65.67,872.73,872.73,697.54,697.54,0.29,0.29,125.3,125.3,10.51,10.51,17.16,17.16,658.74,658.74,1.88,1.88,52.44,52.44,52.18,52.18,24.49,24.49,46.9,46.9,100.2,100.2,36877.14,36877.14,27006.54,27006.54,48603,48603,872.73,872.73,4.35,4.35,109.09,109.09,148600000000,150200000000,26551.54,26551.54,7.27,7.27,13.43,13.43
The Lithoslovokian Union,73.56,73.56,2,2,15,15,1.04,1.04,55.83,55.83,42,42,109.34,109.34,30.67,30.67,157.5,157.5,262.41,262.41,579.49,579.49,437.35,437.35,437.35,437.35,1084.64,1084.64,-9.01,-9.01,524.83,524.83,-5.48,-5.48,-8.94,-8.94,-8.37,-8.37,87.47,87.47,61.23,61.23,437.35,437.35,174.94,174.94,0,0,-11.49,-11.49,1224.59,1224.59,10.72,10.72,240.54,240.54,240.54,240.54,349.88,349.88,109.34,109.34,538.74,538.74,96.25,96.25,14.16,14.16,12.53,12.53,19.42,19.42,23.95,23.95,51.62,51.62,1,1,51.48,51.48,103,103,61.64,61.64,76.94,76.94,63.71,63.71,34.68,34.68,306.15,306.15,65.87,65.87,-98,-98,36.41,36.41,57.12,57.12,18.89,18.89,91.8,91.8,1899.39,1899.39,0,0,64,64,75.47,75.47,218.68,218.68,472.39,472.39,0.35,0.35,271.42,271.42,9.76,9.76,15.64,15.64,533.61,533.61,2.48,2.48,20.32,20.32,40.32,40.32,-22.36,-22.36,54.77,54.77,101.04,101.04,7581.54,7581.54,7430.66,7430.66,7720,7720,218.68,218.68,3.2,3.2,65.6,65.6,35600000000,37800000000,4821.86,4821.86,4.9,4.9,6.96,6.96
Millopoli,78.22,78.22,96.46,96.46,85.17,85.17,1.55,1.55,21.69,21.69,71.22,71.22,13194.16,13194.16,23.67,23.67,169.25,169.25,-27.39,-27.39,2324.11,2324.11,-16.73,-16.73,-12.49,-12.49,-24.74,-24.74,1549.41,1549.41,-44.38,-44.38,-24.65,-24.65,-13.13,-13.13,-26.27,-26.27,-34.79,-34.79,-24.45,-24.45,-18.17,-18.17,1864.13,1864.13,53188.19,53188.19,1301.5,1301.5,0,0,32.62,32.62,8291.74,8291.74,8594.36,8594.36,-40,-40,-21.91,-21.91,15.25,15.25,64.42,64.42,50.93,50.93,7.25,7.25,163.85,163.85,0.57,0.57,66.74,66.74,7.39,7.39,81.05,81.05,451,451,33.78,33.78,6.44,6.44,90.69,90.69,24.2,24.2,-31.3,-31.3,159.08,159.08,41.71,41.71,90.67,90.67,-228.63,-228.63,0.75,0.75,93.99,93.99,254.11,254.11,124,124,181,181,43.67,43.67,-27.2,-27.2,1452.26,1452.26,0.18,0.18,364.54,364.54,8.52,8.52,18.14,18.14,3776.35,3776.35,0.59,0.59,30.8,30.8,90.67,90.67,-244.76,-244.76,203.46,203.46,146.58,146.58,124624.49,124624.49,98760.7,98760.7,153301,153301,22998.99,22998.99,22.53,22.53,-28.11,-28.11,10365600000000,10367500000000,11590.08,11590.08,0.31,0.31,178.53,178.53
Kortexia set his trigger and then,79.83,79.83,47.33,47.33,76,76,2.19,2.19,25.73,25.73,42,42,1762.69,1762.69,21.25,21.25,177.75,177.75,-8.49,-8.49,801.56,801.56,6085.92,6085.92,-2.68,-2.68,-11.29,-11.29,8193.73,8193.73,-5.66,-5.66,3154.29,3154.29,-11.05,-11.05,296.87,296.87,-11.05,-11.05,-3.46,-3.46,3265.62,3265.62,1039.06,1039.06,3637.45,3637.45,279.64,279.64,6085.92,6085.92,12.33,12.33,834.96,834.96,4545.89,4545.89,1020.51,1020.51,0,0,105.17,105.17,45.67,45.67,12,12,36.98,36.98,39.22,39.22,1.87,1.87,51.62,51.62,4.98,4.98,50,50,160,160,60.82,60.82,101.28,101.28,81.64,81.64,20.17,20.17,1391.6,1391.6,72.72,72.72,42.5,42.5,37.42,37.42,56.77,56.77,0.66,0.66,94.36,94.36,303.36,303.36,0,0,72,72,66.77,66.77,463.87,463.87,1039.56,1039.56,0.4,0.4,269.36,269.36,9.25,9.25,17.24,17.24,1000.7,1000.7,1.42,1.42,34.83,34.83,57.13,57.13,82.52,82.52,37.28,37.28,89.65,89.65,40855.68,40855.68,26932.23,26932.23,58970,58970,2133.78,2133.78,3.49,3.49,92.77,92.77,4238600000000,4240300000000,25575.66,25575.66,4.43,4.43,40.87,40.87
Bolum Tigarchyss,52,52,42.67,42.67,12,12,2.51,2.51,33.59,33.59,38.06,38.06,291.58,291.58,54,54,103.5,103.5,3499.01,3499.01,-6.93,-6.93,-7.35,-7.35,-6.48,-6.48,4976.37,4976.37,-2,-2,2021.65,2021.65,1457.92,1457.92,-6.71,-6.71,-8.37,-8.37,3499.01,3499.01,-5.1,-5.1,-7.07,-7.07,-7.75,-7.75,5248.51,5248.51,1405.91,1405.91,5520.66,5520.66,10.15,10.15,-3.16,-3.16,874.75,874.75,1652.31,1652.31,97.19,97.19,1065.35,1065.35,39.79,39.79,11.33,11.33,24.12,24.12,17.36,17.36,25.85,25.85,51,51,1,1,52.44,52.44,108,108,60.12,60.12,67.88,67.88,68.65,68.65,18.22,18.22,1360.72,1360.72,52.14,52.14,39,39,28.43,28.43,72.17,72.17,20.26,20.26,91.71,91.71,1396.91,1396.91,-4,-4,67,67,65.76,65.76,777.56,777.56,626.54,626.54,0.35,0.35,178.24,178.24,11.18,11.18,13.2,13.2,582.8,582.8,2.01,2.01,36.78,36.78,50.38,50.38,-34.64,-34.64,-38.73,-38.73,101.45,101.45,34840.87,34840.87,21320.53,21320.53,53583,53583,777.56,777.56,3.94,3.94,0,0,29400000000,30500000000,24946.06,24946.06,13.43,13.43,12.21,12.21
Nassau Harbor,88.33,88.33,29.33,29.33,23,23,2.37,2.37,41.55,41.55,44.28,44.28,-4.47,-4.47,11.67,11.67,200.25,200.25,0,0,1500.45,1500.45,-5.83,-5.83,-7.07,-7.07,-2.45,-2.45,-8.91,-8.91,672.47,672.47,2440.51,2440.51,1120.78,1120.78,3642.55,3642.55,1681.18,1681.18,196.14,196.14,3642.55,3642.55,3362.35,3362.35,3894.73,3894.73,3995.94,3995.94,672.47,672.47,8.12,8.12,280.2,280.2,210.15,210.15,210.15,210.15,-6.32,-6.32,1173.68,1173.68,42.22,42.22,17.01,17.01,29.92,29.92,27.44,27.44,12.75,12.75,51.62,51.62,1,1,53.38,53.38,104,104,55.85,55.85,39.42,39.42,65.02,65.02,26.62,26.62,1190.83,1190.83,29.28,29.28,37,37,12.33,12.33,91.27,91.27,14.5,14.5,92.11,92.11,623.99,623.99,0,0,67,67,66.02,66.02,210.15,210.15,344.26,344.26,1.33,1.33,351.6,351.6,11.86,11.86,12.71,12.71,440.2,440.2,3.54,3.54,28.38,28.38,46.55,46.55,20,20,-45.83,-45.83,98.34,98.34,32734.27,32734.27,20682.85,20682.85,48992,48992,560.39,560.39,11.66,11.66,-12.25,-12.25,20400000000,22400000000,28707.95,28707.95,3.98,3.98,12.31,12.31
The Duck Army Squadron 6Installers,74.67,74.67,34.67,34.67,68.67,68.67,2.11,2.11,31.89,31.89,43.68,43.68,203.19,203.19,29,29,159.75,159.75,758.56,758.56,-5.88,-5.88,487.65,487.65,2925.89,2925.89,3955.37,3955.37,1360.81,1360.81,379.28,379.28,365.74,365.74,975.3,975.3,2113.14,2113.14,4551.38,4551.38,4036.64,4036.64,1029.48,1029.48,1571.31,1571.31,216.73,216.73,195.06,195.06,1625.49,1625.49,11.53,11.53,1151.39,1151.39,812.75,812.75,609.56,609.56,203.19,203.19,1576.14,1576.14,47.29,47.29,15.09,15.09,44.98,44.98,30.48,30.48,3.65,3.65,51,51,1,1,51.48,51.48,103,103,61.9,61.9,88.29,88.29,70.42,70.42,17.24,17.24,1015.93,1015.93,54.28,54.28,33,33,24.33,24.33,71.22,71.22,1.16,1.16,93.63,93.63,487.09,487.09,-4,-4,64,64,57.6,57.6,541.83,541.83,678.29,678.29,0.54,0.54,243.68,243.68,9.96,9.96,11.01,11.01,476.23,476.23,1.91,1.91,37.76,37.76,49.72,49.72,-71.76,-71.76,77.78,77.78,103.74,103.74,40737.87,40737.87,27361.25,27361.25,57863,57863,880.48,880.48,3.13,3.13,270.92,270.92,5200000000,5800000000,30838.57,30838.57,12.84,12.84,8.85,8.85
Fuyu-nohi Kazumi,73.44,73.44,27.33,27.33,71.56,71.56,1.32,1.32,26.35,26.35,40.78,40.78,978.11,978.11,30.83,30.83,157.5,157.5,684.68,684.68,1995.34,1995.34,-9.27,-9.27,2934.32,2934.32,2176.29,2176.29,-4.1,-4.1,-7.62,-7.62,-12.61,-12.61,1833.95,1833.95,1173.73,1173.73,1173.73,1173.73,-3.95,-3.95,2151.84,2151.84,929.2,929.2,3692.36,3692.36,178.02,178.02,684.68,684.68,15.23,15.23,855.84,855.84,3545.64,3545.64,1039.24,1039.24,366.79,366.79,791.5,791.5,75.81,75.81,14.16,14.16,34.27,34.27,36.01,36.01,2.16,2.16,51.62,51.62,5.22,5.22,52.44,52.44,139,139,63.41,63.41,105.29,105.29,80.02,80.02,19.95,19.95,1100.37,1100.37,71.83,71.83,27.33,27.33,49.98,49.98,28.52,28.52,0.74,0.74,94.02,94.02,510.38,510.38,0,0,62,62,54.04,54.04,733.58,733.58,891.87,891.87,0.32,0.32,240.12,240.12,9.58,9.58,14.47,14.47,734.91,734.91,1.64,1.64,35.05,35.05,52.49,52.49,-106.77,-106.77,84.26,84.26,104.1,104.1,36147.94,36147.94,31232.3,31232.3,41198,41198,978.11,978.11,2.84,2.84,733.58,733.58,1064100000000,1065800000000,18073.97,18073.97,5.74,5.74,9.18,9.18
