Nation,s0,f0,s1,f1,s2,f2,s4,f4,s5,f5,s6,f6,s7,f7,s8,f8,s9,f9,s10,f10,s11,f11,s12,f12,s13,f13,s14,f14,s15,f15,s16,f16,s17,f17,s18,f18,s19,f19,s20,f20,s21,f21,s22,f22,s23,f23,s24,f24,s25,f25,s26,f26,s27,f27,s28,f28,s29,f29,s30,f30,s31,f31,s32,f32,s33,f33,s34,f34,s35,f35,s36,f36,s37,f37,s38,f38,s39,f39,s40,f40,s41,f41,s42,f42,s43,f43,s44,f44,s45,f45,s46,f46,s47,f47,s48,f48,s49,f49,s50,f50,s51,f51,s52,f52,s53,f53,s54,f54,s55,f55,s56,f56,s57,f57,s58,f58,s59,f59,s60,f60,s61,f61,s62,f62,s63,f63,s64,f64,s67,f67,s68,f68,s69,f69,s70,f70,s71,f71,s72,f72,s73,f73,s74,f74,s75,f75,s77,f77,s78,f78,s79,f79,s85,f85,s87,f87,s88,f88
The Kaverian,13,13,14,15.5,1,1,1.21,1.2,30.92,30.54,42,42,1227.07,1305.87,87,87,29.25,29.25,-5.1,-5.1,785.33,835.75,-9.8,-9.8,109.07,116.08,1134.36,1207.2,-11.06,-11.06,-6.78,-6.78,1158.9,1233.32,-3,-3,927.12,986.65,-13.27,-13.27,-9.8,-9.8,-9.8,-9.8,-10.77,-10.77,-6.78,-6.78,-8.81,-8.81,0,0,12.85,12.96,886.22,943.13,1295.24,1378.41,1499.75,1596.06,681.71,943.13,141.46,141.46,82.83,83.26,12,12,11.98,11.92,1.07,1.07,37.59,37.59,50,50,2.52,2.52,50,50,138,138,63.8,63.82,81.98,82.26,71.63,72.15,41.22,41.39,1090.73,1160.77,107.49,107.51,-86,-86.5,65.87,66.5,35.33,34.25,28.66,28.66,91.19,91.19,8083.62,8173.19,0,0,64,64,76.23,76.22,818.05,870.58,753.26,752.98,0.2,0.2,24.63,24.63,9.82,9.82,17.06,17.06,833.37,833.37,1.79,1.79,13.78,13.61,45.82,46.43,-74.83,-74.83,28.28,28.28,101.85,101.85,16922.68,18226.99,15323.02,16549.38,18499,19876,818.05,870.58,2.79,2.79,340.85,362.74,1466800000000,1682000000000,5770.63,6106.04,9.02,9.02,8.36,8.36
Breat Gritain,57.33,57.33,48.22,43.78,40,40,2.01,1.92,30.47,30.41,43.68,43.68,928.42,880.79,50,50,112.5,112.5,2025.65,1921.72,2835.91,2690.41,1350.43,1281.15,1350.43,1281.15,4523.95,4291.85,-10.2,-10.2,0,0,0,0,4388.91,4163.74,3713.69,3523.16,-5.48,-5.48,3173.52,3010.7,3038.48,2882.59,-9.49,-9.49,337.61,320.29,-6.87,-7.02,3376.08,3202.87,10.58,10.72,1350.43,1281.15,928.42,880.79,928.42,880.79,168.8,400.36,468.75,468.75,49.82,52.07,14.64,14.64,40.77,39.25,20.63,20.63,22.71,22.71,50,50,1,1,50.99,50.99,132,132,59.89,60.07,70.23,72.68,72.24,72.32,7.16,8.27,844.02,800.72,87.79,88.36,43.17,39.83,21.46,22.27,76.73,75.18,7.94,7.94,92.65,92.65,782.43,813.44,0,0,64,64,64.44,62.49,590.81,560.5,977.21,975.96,0.28,0.28,127.71,127.71,12.04,11.75,15.95,15.95,756.44,756.44,1.56,1.56,47.84,46.73,52.69,51.82,-24.49,-24.49,50.99,50.99,100.2,100.2,45982.27,43863.36,31760.55,31024.41,63756,59583,1012.83,960.86,4.28,3.99,253.21,240.22,186300000000,319300000000,36096.08,34081.83,6.79,6.79,11.83,11
Dinkome,70.33,69.07,69.33,76.44,75.33,75.33,102.81,52.58,72.77,48.83,38.06,38.06,-6.32,-6.32,35.5,37.4,146.25,141.75,2421.01,2535.1,-4.86,-4.86,4463.74,4674.08,-7.35,-7.35,4766.36,4990.97,2691.1,2817.92,7036.06,7367.62,-5.59,-5.59,2345.35,2455.87,-6,-6,3555.86,3723.42,4615.05,4832.53,1664.44,1742.88,-6.78,-6.78,-3.82,-3.82,7989.34,8365.82,13920.81,14576.8,6,6.24,-8.94,-8.94,189.14,198.05,189.14,198.05,0,297.08,901.19,901.19,0.97,1.9,10.55,10.55,92.76,88.77,26.51,26.14,14.71,15.37,51.62,51.62,1,1,51.96,51.96,103,103,48.91,50.23,27,30.29,62.5,64.29,28.38,25.53,756.57,792.22,25.43,27,97,90.33,5.14,5.54,125.67,122.96,0.75,0.75,93.97,93.97,119.96,152.86,-8,-8,71,71,76.39,75.75,94.57,99.03,431.43,465.84,2.27,1.93,104.76,98.87,14.95,14.38,13.95,13.95,514.79,514.79,2.69,2.51,26.62,29.47,50.42,53.24,93.54,93.54,-53.39,-53.39,92.89,92.89,57248.58,60243.38,3588.72,6054.31,368972,318348,94.57,99.03,16.71,16.14,-8.37,-8.37,400000000,700000000,54328.9,56929.99,11.96,12.02,38.42,35.18
Bobogoobo,68.11,68.06,33.52,32.95,64.1,64.1,1.39,1.38,20.59,20.65,48.85,48.85,7606.82,7375.66,38.83,38.92,149.5,149.5,-20.98,-20.98,-17.44,-17.44,-17.26,-17.26,-10.1,-10.1,-19.81,-19.81,-14.83,-14.83,-20.4,-20.4,-17.1,-17.1,-19.82,-19.82,-21.91,-21.91,-21.45,-21.45,-17.61,-17.61,-17.89,-17.89,-26.53,-26.53,-2.21,-2.21,-30.46,-30.46,0,0,32.23,32.28,7298.44,7076.64,7606.82,7375.66,4728.57,4584.87,1233.54,1345.56,15.25,15.25,71.9,72.24,2.14,2.14,27.43,27.27,71.88,71.87,1,1,41.19,41.19,13.8,13.8,37.04,37.04,273,273,89.04,89.05,123.85,123.91,91.3,91.27,12.11,12.23,5036.95,4883.88,121.91,121.92,32.14,31.71,86.52,86.66,-200.78,-201.85,0.58,0.58,94.81,94.81,623.01,627.23,6,6,110,110,42.06,41.95,2364.28,2292.43,1350.89,1350.89,0.15,0.15,14.66,14.48,5.32,5.32,18.14,18.14,2231.69,2231.69,0.68,0.68,42.89,42.77,64.66,64.43,-144.86,-144.86,86.38,86.38,125.43,125.43,53401.96,51928.61,44862.2,43735.18,62396,60538,7966.61,7724.5,1.8,1.8,1644.72,1594.74,519200000000,508500000000,7209.27,6906.5,11.52,11.52,133.43,133.27
Southern Eureka,71.04,70.81,67.47,70.13,63.56,63.56,3.05,2.95,22.47,22.36,42,42,9971.56,10162.44,34.44,34.78,148.5,148.5,-20.4,-20.4,-11.17,-11.17,-14.39,-14.39,-9.03,-9.03,-12,-12,-8.15,-8.15,-13.27,-13.27,-18.08,-18.08,-12,-12,-18.6,-18.6,-19.39,-19.39,-14.14,-14.14,-16.31,-16.31,-17.46,-17.46,-7.86,-7.86,-19.81,-19.81,0,0,23.85,23.92,11907.78,12135.73,6292.73,6413.19,7938.52,8090.49,774.49,1085.31,13.55,13.55,32.83,33.92,10.55,10.55,45.9,44.69,75.39,75.35,0.97,0.97,53.09,53.09,3.3,3.3,49.01,49.01,308,308,82.33,82.4,118.48,118.68,90.31,90.36,12.07,12.63,9293.88,9471.79,35.26,35.36,36.2,34.2,70.68,70.86,-62.79,-64.12,2.41,2.41,93.33,93.33,559.21,577.53,-2,-2,115,115,44.55,44.31,-6.32,-6.32,1388.41,1388.38,0.24,0.24,142.35,140.61,9.69,9.67,18.47,18.47,2611.71,2611.71,0.64,0.64,42.93,42.37,70.5,71.4,-139.93,-139.93,96.02,96.02,99.76,99.76,55085.6,56436.07,30365.59,31671.58,92501,93362,8519.39,8682.47,1.92,1.92,96.81,98.66,524300000000,553400000000,16140.08,16422.9,18.23,18.23,131.26,130.94
Worthless United,39,39,91.1,92.62,16,16,2.12,2.08,27.29,27.11,38.75,38.75,1850.43,1868.64,63.75,63.75,83.25,83.25,12867.62,12994.21,-1.79,-1.79,-1.67,-1.67,6604.62,6669.6,-2.7,-2.7,-8.58,-8.58,4327.16,4369.73,-1.73,-1.73,227.75,229.99,-2,-2,-10.2,-10.2,1184.28,1195.93,-2,-2,-7.42,-7.42,2436.88,2460.85,7920.99,7949.64,17194.78,17363.95,10.2,10.34,-10.49,-10.49,2562.14,2587.34,2419.8,2443.6,3843.2,4312.24,13.04,13.04,47.1,48.03,3.55,3.55,29.75,29.33,17.24,17.24,25.96,25.96,51.62,51.62,3.93,3.93,46.16,46.16,120,120,58.6,58.68,62.67,63.85,77.84,78.23,16.82,17.3,142.34,143.74,85.69,85.94,47.29,45.86,27.63,28.45,74.4,73.15,18.23,18.23,91.84,91.84,1295.43,1351.82,-2,-2,67,67,69.02,68.61,569.36,574.97,642.38,642.14,0.27,0.27,65.23,65.23,9.93,9.92,18.67,18.67,771.28,771.28,1.97,1.97,38.18,37.7,66.22,67.24,-83.01,-83.01,82.16,82.16,99.76,99.76,51684.56,52574.98,34640.04,35610.49,73546,74137,1281.07,1293.67,7.49,7.33,569.36,574.97,6944900000000,8276300000000,37419.62,37591.11,3.91,3.91,18.94,18.27
Bruderheim,65.7,65.44,77.11,77.83,42.22,42.22,8.53,7.47,28.74,28.42,32.72,32.72,217,217.88,42.45,42.83,178.5,178.5,6336.26,6362.01,833.26,836.65,-2,-2,364.55,366.03,4339.91,4357.54,3194.17,3207.15,6249.46,6274.86,5207.89,5229.05,65.1,65.36,1562.37,1568.71,4600.3,4618.99,2031.08,2039.33,-2,-2,4817.3,4836.87,5251.29,5272.62,-2.64,-2.64,12585.73,12636.86,10,10.15,-5.48,-5.48,1627.46,1634.08,4014.41,4030.72,542.49,871.51,468.75,468.75,11.73,13.39,1.34,1.34,55.03,52.66,27.98,27.91,11.23,11.47,53.9,53.9,4.98,4.98,46.16,46.16,105,105,61.36,61.61,96.84,99.38,74.99,75.55,11.01,9.24,3363.43,3377.09,47.97,48.28,62.67,57.75,15.08,16,93.71,91.89,9.89,9.89,92.47,92.47,540.23,581.54,-2,-2,64,64,71.52,70.77,759.48,762.57,646.83,671.11,0.27,0.27,208.56,205.06,9.91,9.86,15.95,15.95,564.76,564.76,1.97,1.92,43.99,45.76,60.49,60.9,-49.93,-49.93,46.94,46.94,85.53,85.53,55702.69,56255.82,17274.3,18821.91,147293,140561,217,217.88,3.28,3.21,-3.16,-3.16,149200000000,289500000000,47291.58,47254.89,12.35,12.35,21.79,19.95
Empire of Ice Reloaded,73.78,73.56,54,61.33,71.56,71.56,1.64,1.63,25.4,25.16,43.68,43.68,3080.54,3226.79,30.33,30.67,157.5,157.5,-11.75,-11.75,-7.9,-7.9,133.49,139.83,-4.1,-4.1,4774.84,5001.53,-5.59,-5.59,-10.1,-10.1,-6,-6,-7.94,-7.94,-10.39,-10.39,616.11,645.36,1488.93,1559.62,1642.96,1720.96,616.11,645.36,-4.32,-4.32,-13.01,-13.02,133.49,139.83,13.45,13.56,2053.69,2151.2,4877.52,5109.09,2182.05,2285.65,1026.85,1478.95,26.8,26.8,60.84,61.21,14.16,14.16,54.56,54.25,38.86,38.81,1.9,1.9,51,51,4.21,4.21,50.5,50.5,163,163,65.33,65.35,103.5,103.62,82.57,83.25,13.96,14.02,2182.05,2285.65,65.32,65.61,45.5,45,67.68,68.28,34.77,33.68,0.81,0.81,93.81,93.81,380.92,386.3,-4,-4,68,68,56.65,56.09,898.49,941.15,1075.1,1075.19,0.41,0.4,201.15,199.77,9.86,9.86,17.87,17.87,1051.01,1051.01,1.28,1.28,41.04,40.98,59.48,60.82,-42.19,-42.19,43.7,43.7,103.37,103.37,33716.52,35720.61,25916.43,27545.75,42599,45004,4235.74,4436.84,2.62,2.62,128.36,134.45,443700000000,546300000000,10890.44,11323.43,13.05,13.05,24.56,24.15
Hello Boys,78,74.22,31.33,30.33,61.33,61.33,1.99,1.94,30.98,30.94,42,42,253.02,248.19,24,29.67,171,159.75,2901.29,2845.91,-6.42,-6.42,-3.74,-3.74,4318.2,4235.77,226.71,222.38,-5.96,-5.96,-9.17,-9.17,3766.28,3694.38,-8.37,-8.37,-4.9,-4.9,-2,-2,3576.01,3507.74,2563.93,2514.99,-10.2,-10.2,2867.56,2812.81,-7.49,-7.66,2901.29,2845.91,10.2,10.34,759.06,744.57,1433.78,1406.41,1096.42,1075.49,253.02,496.38,119.98,119.98,50.26,51.44,12,12,41.75,41.29,33.35,32.38,2.57,2.79,50,50,2.52,2.52,50,50,99,99,59.26,59.49,76.71,78.25,71.55,71.61,16.71,15.08,1096.42,1075.49,62.63,67.5,30.5,29.75,28.95,29.75,69.96,68.73,2.77,2.77,93.27,93.27,535.49,585.52,0,0,64,64,58.98,57.7,674.72,661.84,469.71,487.72,0.43,0.37,244.02,209.55,9.85,9.85,17.16,17.16,517.09,517.09,2.49,2.41,38.29,39.92,50.19,49.99,-90,-90,86.02,86.02,100.2,100.2,30880.54,30539.22,21432.01,21461.02,42640,41717,1180.76,1158.22,5.96,5.18,84.34,82.73,1471800000000,1517900000000,21925.18,21469.07,6.02,6.27,9.45,9.29
New Antifascist Order,89.33,82.75,20.4,20,70,70,1.26,1.26,27.75,27.83,47.2,47.2,1154.53,1124.09,10.67,17.25,202.5,186.75,692.72,674.45,-6.32,-6.32,0,0,3463.59,3372.26,1015.99,989.2,1847.25,1798.54,-6.24,-6.24,-12.55,-12.55,1108.35,1079.12,-10,-10,2078.15,2023.36,-5.1,-5.1,1154.53,1124.09,-4.47,-4.47,2193.6,2135.77,166.25,161.87,692.72,674.45,16.25,16.34,2309.06,2248.17,2655.42,2585.4,519.54,505.84,750.44,899.27,9.32,9.32,79.09,79.42,17.69,17.69,35.67,35.4,42.08,41.08,1.69,1.75,51.62,51.62,3.3,3.3,51.48,51.48,126,126,65.48,65.65,96.9,97.11,76.86,76.71,28.19,26.13,865.9,843.07,77.41,83.2,-79.6,-80,64.78,65.32,10.92,9.85,0.98,0.98,93.7,93.7,432.49,481.65,0,0,64,64,76.5,76.4,981.35,955.47,844.7,870.57,0.41,0.36,361.64,300.49,9.71,9.71,25.11,25.11,756.92,756.92,1.68,1.66,26.81,28.87,51.18,50.91,-98.99,-98.99,98.99,98.99,105.16,105.16,28960.2,28365.22,25588.72,25119.45,32355,31627,2078.15,2023.36,2.6,2.59,808.17,786.86,1482000000000,1580300000000,10193.99,9842.73,3.54,3.95,8.54,8.42
Darksight1,58.44,58.44,37.78,37.33,66.22,66.22,1.48,1.47,28.91,29.02,43.68,43.68,781.63,759.36,49.17,49.17,114.75,114.75,-8.72,-8.72,4277.08,4155.22,569.03,552.81,612.8,595.34,-3.53,-3.53,9704.72,9428.22,-5.48,-5.48,-11.49,-11.49,109.43,106.31,1375.67,1336.47,437.71,425.24,-4.56,-4.56,2313.63,2247.71,-10.77,-10.77,1719.59,1670.59,918.67,886.42,569.03,552.81,11.53,11.66,1250.61,1214.98,1641.42,1594.66,859.79,835.3,234.49,455.62,624.65,624.65,67.79,68.05,15.09,15.09,43.6,43.41,28.98,28.98,7.42,7.42,52.16,52.16,2.52,2.52,51.48,51.48,128,128,63.27,63.29,95.68,95.88,74.69,74.5,8.45,8.56,1016.12,987.17,76.09,76.12,35.33,35,29.66,30.31,63.69,62.63,1.47,1.47,93.54,93.54,655.93,658.75,-4,-4,68,68,56.64,56.08,547.14,531.55,1044.15,1044.12,0.33,0.33,187.36,187.36,9.41,9.41,15.24,15.24,760.05,760.05,1.4,1.4,46.55,46.44,52.62,52.33,-35.64,-35.64,46.69,46.69,96,96,39474.92,38571.97,32142.93,31471.66,47412,46245,1406.93,1366.85,2.86,2.86,234.49,227.81,592100000000,619500000000,27750.87,26884.66,12.43,12.43,19.97,19.61
Clone Commander Wolffe,66.67,66.33,20.17,19.83,67.56,67.56,1.22,1.22,28.43,28.53,45.34,45.34,635.12,618.25,41,41.5,132.75,132.75,1270.23,1236.5,2032.37,1978.4,550.43,535.82,0,0,592.77,577.03,-2,-2,635.12,618.25,1852.42,1803.23,-9.33,-9.33,2540.46,2473,1905.35,1854.75,2053.54,1999.01,1905.35,1854.75,846.82,824.33,1820.67,1772.32,71.13,69.24,2455.78,2390.57,15.72,15.81,1429.01,1391.07,2011.2,1957.8,1481.94,1442.59,529.26,669.77,42.28,42.28,81.83,82.12,15.51,15.51,32.04,31.84,33.03,32.95,2.64,2.65,51,51,3.3,3.3,50.5,50.5,109,109,69.53,69.54,107.28,107.34,75.55,75.37,16.95,16.9,1640.72,1597.15,71.36,71.78,20.17,19.83,54.17,54.71,21.44,20.38,1.04,1.04,93.68,93.68,698.79,706.07,-4,-4,62,62,50.75,50.53,740.97,721.29,971.23,972.57,0.31,0.3,163.97,162.1,9.65,9.65,17.69,17.69,584.93,584.93,1.57,1.57,38.05,38.1,50.1,49.82,-18.71,-18.71,40.62,40.62,107.17,107.17,31149.47,30476.9,28024.19,27469.65,34247,33452,1323.16,1288.02,2.33,2.33,635.12,618.25,191200000000,194100000000,14266.46,13806.04,14.57,14.57,9.12,8.98
Vertana,45.33,45.33,68.67,64.22,10,10,5.88,4.48,34.57,33.77,40.78,40.78,0,0,59,59,92.25,92.25,910.74,881.1,-5.66,-5.66,4098.31,3964.94,2185.77,2114.63,-3.74,-3.74,7417.94,7176.54,1548.25,1497.87,2276.84,2202.74,683.05,660.82,910.74,881.1,2276.84,2202.74,5009.05,4846.04,-4.47,-4.47,-3.16,-3.16,1639.32,1585.98,528.23,511.04,6557.3,6343.9,7.81,8,113.84,110.14,683.05,660.82,1935.31,1872.33,227.68,550.69,7.9,7.9,17.01,22.34,10.55,10.55,30.33,28.71,12,12,29.78,29.78,50,50,1,1,50,50,106,106,56.13,56.93,43.26,48.19,67.79,68.48,20.91,18.68,1593.79,1541.92,58.2,60,62,55.33,10.55,11.86,97.44,94.73,23.9,23.9,91.47,91.47,948.59,1053.23,-8,-8,64,64,71.2,70.23,569.21,550.69,435.37,471.72,0.41,0.39,75.06,75.06,10,9.93,32.78,32.78,567.93,567.93,2.67,2.48,34.09,36.32,54.91,53.81,40.62,40.62,53.39,53.39,105.16,105.16,47722.55,46499.92,18281.77,20743.75,107496,92861,569.21,550.69,11.31,10.25,-5.48,-5.48,74800000000,85700000000,42663.96,40966.43,13.93,13.93,22.27,20.03
The Problem,57.33,57.33,36.22,37.33,52,52,1.68,1.65,30.41,30.27,42,42,1118.16,1115.67,50,50,112.5,112.5,4398.08,4388.32,-5.8,-5.8,-7.21,-7.21,-2.83,-2.83,3503.56,3495.78,-9.21,-9.21,4025.36,4016.43,-4.06,-4.06,1192.7,1190.05,3652.64,3644.54,-12.33,-12.33,-6.48,-6.48,4398.08,4388.32,-10.58,-10.58,-6.24,-6.24,-7.57,-7.61,8423.45,8404.75,10.1,10.25,745.44,743.78,1304.52,1301.62,1118.16,1115.67,559.08,836.76,119.98,119.98,59.61,60.47,12,12,37.44,36.87,22.02,22.02,21.17,21.17,50,50,2.52,2.52,50,50,131,131,59.72,59.78,77.7,78.61,72.33,72.52,7.14,7.53,1118.16,1115.67,62.76,62.93,34.17,33,30.1,30.9,68.64,67.44,3.76,3.76,93.12,93.12,782.43,793.21,0,0,64,64,58.83,57.07,745.44,743.78,781.74,781.35,0.3,0.3,127.41,127.41,10.97,10.86,17.16,17.16,766.5,766.5,1.76,1.76,47.86,47.47,50.71,50.78,-52.92,-52.92,14.14,14.14,99.76,99.76,32255.09,32462.4,24525.64,24871.69,41141,41131,931.8,929.73,4.61,4.49,0,0,4120900000000,4653000000000,22546.31,22431.52,7.09,7.09,9.86,9.54
Sleha,56.33,56.33,70.33,74.33,4,4,1.79,1.79,26.36,26.22,39.43,39.43,1858.59,1904.78,50.75,50.75,112.5,112.5,1486.87,1523.82,4262.37,4368.29,5451.87,5587.34,-2.9,-2.9,2478.12,2539.7,-7.59,-7.59,8425.62,8634.98,-11.09,-11.09,1239.06,1269.85,-8,-8,-11.58,-11.58,3138.96,3216.96,4378.02,4486.81,-10.2,-10.2,-6.93,-6.93,346.94,355.56,15364.36,15746.15,12.57,12.69,0,0,3097.65,3174.63,3304.16,3386.27,1548.83,1904.78,7.94,7.94,55.78,55.78,8.98,8.98,18.3,18.3,14.71,14.71,27.97,27.97,50,50,3.93,3.93,50,50,154,154,65.56,65.56,94.61,94.61,80,80.34,16.62,16.62,2787.89,2857.16,48.27,48.27,48.5,48.5,34.31,34.91,57.5,56.5,24.66,24.66,91.43,91.43,1211.91,1211.91,-8,-8,62,62,67.31,67.25,722.79,740.75,1049.85,1049.85,0.33,0.33,40.01,40.01,9.94,9.94,32.57,32.57,919.92,919.92,1.38,1.38,38.38,38.38,60.63,62.08,77.27,77.27,25.1,25.1,104.81,104.81,53998.31,55657.56,39625.62,40843.23,71042,73225,1342.32,1375.67,2.6,2.6,-5.48,-5.48,230100000000,238000000000,35476.89,36233.07,14.81,14.81,17.75,17.75
Nike Employees,54.67,54.67,57.33,48.44,50.67,50.67,3.61,2.91,32.72,32.51,42,42,323.53,299.33,52,52,108,108,2156.86,1995.52,-5.72,-5.72,1725.49,1596.41,2156.86,1995.52,-3.16,-3.16,-7.62,-7.62,-7.75,-7.75,-3.54,-3.54,3019.6,2793.72,5176.46,4789.24,4745.09,4390.14,5607.83,5188.34,-4.47,-4.47,-4.47,-4.47,3019.6,2793.72,0,0,3882.34,3591.93,9.33,9.49,970.59,897.98,970.59,897.98,1294.11,1197.31,323.53,598.65,119.98,119.98,27.72,34.4,12,12,45.88,42.74,22.72,22.72,20.33,20.33,50,50,1,1,50,50,100,100,56.94,57.69,57.36,63.2,69.51,69.73,2.89,5.11,1294.11,1197.31,81.15,83.27,50,43.33,20.8,22.1,82.63,79.92,4.34,4.34,93.04,93.04,668.65,726.64,0,0,64,64,68.04,66.63,862.74,798.21,512.22,520.09,0.31,0.3,118.41,118.41,12.04,11.46,17.16,17.16,475.19,475.19,2.32,2.29,52.11,49.89,52.71,51.45,-30,-30,53.85,53.85,100.2,100.2,41666.16,38848.71,20936.73,21969.17,75541,63857,862.74,798.21,10.24,9.1,107.84,99.78,347500000000,532000000000,32999.6,30263.15,7.17,7.17,11.24,10.11
Lundaria,65.33,65.11,31.33,33,54.67,54.67,1.99,1.94,32.68,32.44,42,42,601,608.42,43,43.33,128.25,128.25,2060.57,2086,1648.46,1668.8,1373.71,1390.67,3365.6,3407.13,-2.45,-2.45,-11.55,-11.55,-6.32,-6.32,6010,6084.16,0,0,-7.75,-7.75,686.86,695.33,-7.07,-7.07,4464.57,4519.66,-8.94,-8.94,0,0,-6.12,-6.21,3434.29,3476.66,9.9,10.05,772.71,782.25,772.71,782.25,1030.29,1043,515.14,782.25,119.98,119.98,50.26,51.44,12,12,39.76,39.33,25.98,25.91,15.66,15.77,50,50,1,1,50,50,112,112,59.2,59.3,73.55,74.33,69.56,69.8,10.06,10.2,1030.29,1043,78.41,78.98,30.5,29.75,27.88,28.69,71.67,70.44,4.04,4.04,93.08,93.08,734.06,743.76,0,0,64,64,56.95,56.32,686.86,695.33,599.04,601.36,0.32,0.31,151.16,150.56,10.86,10.8,17.16,17.16,647.13,647.13,2.07,2.06,44.94,44.8,49.24,49.54,-60.83,-60.83,75.5,75.5,100.2,100.2,30427.77,31063.98,21117.78,21829.79,42015,42433,1030.29,1043,6.13,5.86,85.86,86.92,1191600000000,1290400000000,21938.42,22148.62,6.78,6.78,10.62,10.43
USS Concord,66,64.89,57.33,48.44,57.33,57.33,3.61,2.91,32.95,32.7,42,42,315.04,291.78,42,43.67,130.5,128.25,-6.32,-6.32,-7.68,-7.68,0,0,5460.72,5057.52,420.06,389.04,-8.19,-8.19,1260.17,1167.12,5544.73,5135.33,3780.5,3501.36,5040.66,4668.48,-5.48,-5.48,-8.37,-8.37,4200.55,3890.4,4200.55,3890.4,840.11,778.08,-5.1,-5.4,1260.17,1167.12,9.33,9.49,945.12,875.34,945.12,875.34,1260.17,1167.12,315.04,583.56,119.98,119.98,27.72,34.4,12,12,51.46,47.86,25.35,25.02,16.69,17.2,50,50,1,1,50,50,100,100,56.47,57.28,55.13,61.12,69.27,69.53,3.22,4.89,1260.17,1167.12,60.76,63.9,50,43.33,19.65,20.94,83.71,81,3.5,3.5,93.16,93.16,546.98,613.07,0,0,64,64,67.98,66.56,840.11,778.08,466.52,478.68,0.38,0.35,158.55,151.88,12.91,12.33,17.16,17.16,507.08,507.08,2.51,2.45,51.78,50.11,52.63,51.39,-83.07,-83.07,83.07,83.07,100.2,100.2,42824.61,39954.44,21518.84,22594.47,77641,65674,840.11,778.08,10.87,9.74,105.01,97.26,41900000000,73400000000,34388.16,31603.96,6.73,6.78,12.35,11.06
Tazzy,64.67,64.13,66.67,64.89,72.67,72.67,6.16,4.66,32.13,31.53,43,43,-4.47,-4.47,44,44.8,126,126,2053.72,2026.13,821.49,810.45,444.97,439,2738.29,2701.51,1163.77,1148.14,410.74,405.23,616.12,607.84,5240.41,5170.02,2601.38,2566.44,3080.58,3039.2,6161.16,6078.4,5647.73,5571.87,5476.58,5403.02,4107.44,4052.27,6126.93,6044.63,1747.55,1467.43,3114.81,3072.97,9.7,9.75,1026.86,1013.07,599,590.96,770.14,759.8,-4.47,84.42,1939.65,1939.65,16.23,21.45,15.51,15.51,68.52,64.37,31.38,31.24,3.11,3.17,51,51,1,1,52.44,52.44,102,102,60.89,61.52,83.29,87.71,70.15,70.86,12.89,10.4,855.72,844.22,63.42,64.96,63,56.33,9.58,9.86,100,97.8,0.82,0.82,93.8,93.8,346.38,393.67,-8,-8,67,67,70.91,69.94,256.71,253.27,637.36,681.3,0.39,0.37,205.53,202.74,13.3,12.72,9.62,9.62,422,422,1.98,1.9,42.11,44.6,54.93,54.72,-61.24,-61.24,66.33,66.33,104.81,104.81,61438.88,60441.43,22924.96,26361.69,141246,122904,684.57,675.38,3.46,3.23,85.57,84.42,3700000000,5800000000,55540.75,54457.73,12.8,12.8,24.56,22.16
Hell on Fides,64,62.67,57.33,48.44,57.33,57.33,3.61,2.91,32.84,32.62,42,42,355.58,329.26,45,46,123.75,121.5,0,0,-4.32,-4.32,-8.37,-8.37,-7.07,-7.07,-4.47,-4.47,3029.57,2805.32,-4.47,-4.47,2493.83,2309.23,-8.37,-8.37,948.22,878.03,2844.67,2634.1,4741.12,4390.17,2370.56,2195.08,5689.34,5268.2,-4.47,-4.47,758.58,702.43,0,0,9.33,9.49,1066.75,987.79,1066.75,987.79,1422.33,1317.05,355.58,658.53,119.98,119.98,27.72,34.4,12,12,49.93,46.46,22.85,22.64,20.17,20.43,50,50,1,1,50,50,100,100,56.57,57.37,56.33,62.38,69.39,69.61,2.22,4.11,1422.33,1317.05,62.59,65.28,50,43.33,25.01,26.36,79.32,76.61,3.24,3.24,93.2,93.2,570.34,632.25,0,0,64,64,67.77,66.29,948.22,878.03,506.09,517.2,0.35,0.33,145.93,140.69,9.97,9.9,17.16,17.16,508.85,508.85,2.34,2.3,52.78,50.89,52.67,51.41,-37.42,-37.42,-45.83,-45.83,100.2,100.2,37947.89,35468.17,19068.34,20057.45,68800,58300,948.22,878.03,10.75,9.6,118.53,109.75,8900000000,18900000000,28460.92,26104.57,6.87,6.91,13.85,12.38
