Nation,s0,f0,s1,f1,s2,f2,s4,f4,s5,f5,s6,f6,s7,f7,s8,f8,s9,f9,s10,f10,s11,f11,s12,f12,s13,f13,s14,f14,s15,f15,s16,f16,s17,f17,s18,f18,s19,f19,s20,f20,s21,f21,s22,f22,s23,f23,s24,f24,s25,f25,s26,f26,s27,f27,s28,f28,s29,f29,s30,f30,s31,f31,s32,f32,s33,f33,s34,f34,s35,f35,s36,f36,s37,f37,s38,f38,s39,f39,s40,f40,s41,f41,s42,f42,s43,f43,s44,f44,s45,f45,s46,f46,s47,f47,s48,f48,s49,f49,s50,f50,s51,f51,s52,f52,s53,f53,s54,f54,s55,f55,s56,f56,s57,f57,s58,f58,s59,f59,s60,f60,s61,f61,s62,f62,s63,f63,s64,f64,s67,f67,s68,f68,s69,f69,s70,f70,s71,f71,s72,f72,s73,f73,s74,f74,s75,f75,s77,f77,s78,f78,s79,f79,s85,f85,s87,f87,s88,f88
Kawaii Kasto,62.67,67.78,48.44,48.44,57.33,57.33,2.91,2.91,32.21,32.32,42,42,482.65,482.74,46,39.33,121.5,137.25,231.67,231.71,-7.16,-7.16,4478.98,4479.79,-8.12,-8.12,3629.52,3630.17,988.47,988.64,-8,-8,1737.54,1737.85,-5.83,-5.83,4092.86,4093.6,-3.74,-3.74,-6.63,-6.63,2934.51,2935.03,4478.98,4479.79,1621.7,1621.99,-6.47,-6.31,4710.65,4711.5,10.1,10.1,868.77,868.92,868.77,868.92,1447.95,1448.21,579.18,579.28,119.98,119.98,34.4,34.4,12,12,46.46,46.46,25.75,27.03,16.05,13.68,50,50,1,1,50,50,104,104,59.06,58.87,74.74,73.62,70.06,69.94,4.1,6.33,1447.95,1448.21,86.59,80.38,43.33,43.33,24.16,24.16,76.62,76.62,3.24,3.24,93.2,93.2,632.25,578.23,0,0,64,64,66.37,66.37,772.24,772.38,682.53,658.04,0.3,0.33,139.86,165.11,10.15,10.15,17.16,17.16,569.01,569.01,1.9,1.94,50.9,48.67,52.29,52.25,91.1,91.1,-50,-50,100.2,100.2,40094.62,40101.81,22673.74,22677.81,65905,65917,1158.36,1158.57,6.49,6.93,96.53,96.55,56700000000,61000000000,30391.72,30397.17,7.34,7.04,10.81,10.81
Froggit,62.67,67.78,48.44,48.44,57.33,57.33,2.91,2.91,32.19,32.3,42,42,473.49,473.57,46,39.33,121.5,137.25,-8.6,-8.6,272.73,272.78,2121.23,2121.6,3560.64,3561.26,3939.44,3940.11,-5.44,-5.44,2500.03,2500.46,-1.73,-1.73,4393.99,4394.74,-3.74,-3.74,2121.23,2121.6,2878.82,2879.31,-3.74,-3.74,227.28,227.31,2348.51,2348.91,218.18,218.22,4621.26,4622.05,10.1,10.1,852.28,852.43,852.28,852.43,1420.47,1420.71,568.19,568.29,119.98,119.98,34.4,34.4,12,12,46.46,46.46,27.17,28.42,13.36,9.4,50,50,1,1,50,50,104,104,59.06,58.87,74.74,73.62,70.08,69.96,4.1,6.33,1420.47,1420.71,68.73,63.19,43.33,43.33,23.28,23.28,77.43,77.43,3.24,3.24,93.2,93.2,632.25,578.23,0,0,64,64,66.44,66.44,757.58,757.71,704.99,680.1,0.32,0.35,139.86,165.11,11.91,11.91,17.16,17.16,578.57,578.57,1.86,1.91,50.9,48.67,52.3,52.26,-51.96,-51.96,74.16,74.16,100.2,100.2,40862.56,40869.57,23108.01,23111.98,67167,67179,1136.38,1136.57,6.49,6.93,94.7,94.71,50300000000,54900000000,31341.58,31346.96,7.34,7.04,10.37,10.37
Corvin,41.67,48.33,61.33,61.33,41.33,41.33,4.03,4.03,29.58,29.58,45.83,45.83,340.66,340.51,61.75,56.75,87.75,99,2657.12,2655.94,-6.62,-6.62,4905.46,4903.28,4973.59,4971.38,1021.97,1021.52,1787.77,1786.97,-8,-8,-3.87,-3.87,-3.46,-3.46,3679.09,3677.46,4019.75,4017.96,190.77,190.68,3679.09,3677.46,272.53,272.4,4530.74,4528.72,1709.39,1759.71,7562.58,7559.22,12.92,12.92,2214.27,2213.29,1362.63,1362.02,1107.13,1106.64,340.66,340.51,1069.72,1069.72,24.8,24.8,17.36,17.36,43.25,43.25,26.1,27.05,15.46,13.62,52.64,52.64,1,1,52.44,52.44,100,100,62.43,62.31,81.5,81.15,73.57,73.57,9.5,7.83,936.81,936.39,110.19,108.79,53,53,28.05,28.03,66.45,66.48,7.12,7.12,92.73,92.73,790.9,745.25,0,0,67,67,66.2,66.2,766.48,766.14,885.4,895.73,0.24,0.25,146.01,151.95,9.99,9.99,13.18,13.18,483.32,483.32,1.64,1.63,45.5,47.17,56.21,56.21,-38.08,-38.08,93.01,93.01,102.24,102.24,56209.73,56235.81,26566.79,26579.11,107135,107184,1958.78,1957.91,3.01,3.04,510.99,510.76,1100000000,1300000000,40414.79,40489.78,4.29,3.82,15.28,15.28
-ECW Paul Heyman-,74.57,76.29,62.22,62.22,45.33,45.33,1.82,1.82,24.93,24.93,41.43,41.43,2503.18,2503.19,29.14,26.57,159.75,166.5,2162.75,2162.75,-5.37,-5.37,-5.02,-5.02,-3.95,-3.95,-6.78,-6.78,1537.96,1537.96,1441.83,1441.84,-7.55,-7.55,-7.07,-7.07,160.2,160.2,1361.73,1361.73,-6,-6,961.22,961.22,-4.56,-4.56,2978.19,2978.19,-8.87,-8.87,3604.59,3604.59,19.67,19.67,6708.53,6708.54,3804.84,3804.84,5006.37,5006.37,1501.91,1501.91,196.95,196.95,54.96,54.96,11.33,11.33,39.52,39.52,48.8,49.16,1.42,1.41,50,50,2.52,2.52,50,50,97,97,73.31,73.25,109.76,109.76,83.94,83.94,11.87,12.73,6908.79,6908.8,28.39,28.33,45.67,45.67,76.54,76.54,-35.86,-35.86,6.35,6.35,92.81,92.81,550.66,530.96,-1,-1,77,77,48.96,48.96,1101.4,1101.4,1113.54,1112.47,0.43,0.43,253.5,255.83,9.9,9.9,16.83,16.83,877.85,877.85,1.14,1.15,43.13,42.27,63.25,63.25,-77.97,-77.97,69.43,69.43,104.1,104.1,49353.18,49353.23,35930.42,35930.46,65381,65381,4405.6,4405.61,2.16,2.17,1401.78,1401.78,499700000000,501900000000,11598,11598.01,17.66,17.59,35.69,35.69
Beth Phoenixxx,41.78,41.78,17.67,17.67,76.67,76.67,1.19,1.19,28.77,28.81,45.83,45.83,824.66,824.67,61.67,61.67,87.75,87.75,-8.12,-8.12,527.78,527.79,2822.18,2822.2,439.82,439.82,-8.25,-8.25,4808.7,4808.73,586.43,586.43,-2.12,-2.12,-7.87,-7.87,73.3,73.3,-7.48,-7.48,1502.72,1502.73,1905.89,1905.9,-2.45,-2.45,1048.24,1048.24,725.7,725.71,3408.61,3408.63,18.17,18.17,2015.84,2015.86,1557.7,1557.71,1328.62,1328.63,687.22,687.22,977.25,977.25,83.98,83.98,17.01,17.01,33.51,33.51,30.13,31.31,4.27,3.14,51.62,51.62,2.52,2.52,51.96,51.96,119,119,72.14,72.03,109.64,109.64,74.92,74.86,23.23,21.01,1236.99,1237,112.42,110.71,-82.33,-82.33,66.74,66.74,-6.58,-6.58,0.71,0.71,94.13,94.13,783.96,723.68,0,0,69,69,76.83,76.83,824.66,824.67,1075.85,1077.62,0.21,0.21,85.67,105.64,9.31,9.31,13.6,13.6,715.7,715.7,1.28,1.27,31.77,33.99,49.06,49.04,70.71,70.71,51.96,51.96,100.62,100.62,30827.73,30827.93,28118.16,28118.34,33480,33480,1374.44,1374.45,2.21,2.21,824.66,824.67,31300000000,32000000000,10265.63,10265.7,8.4,8.17,13.95,13.95
Korallia,65.11,66.22,90.48,90.48,34.67,34.67,2.22,2.22,27.02,27.02,34.68,34.68,469.06,469.13,43.33,41.67,204.25,204.25,1594.81,1595.04,-4.38,-4.38,3189.63,3190.08,12083.05,12084.77,-1.9,-1.9,262.68,262.71,3292.82,3293.29,-13.77,-13.77,-5.29,-5.29,-2.45,-2.45,6285.44,6286.33,1116.37,1116.53,2063.88,2064.17,-6.26,-6.26,1744.91,1745.16,2575.72,2576.08,8077.26,8078.41,15.1,15.1,2228.05,2228.36,3283.44,3283.91,1641.72,1641.95,2462.58,2462.93,9.32,9.32,45.08,45.08,9.76,9.76,47.88,47.88,46.75,46.99,1.49,1.48,52.16,52.16,1,1,53.84,53.84,76,76,58.81,58.76,56.04,55.76,78.44,78.43,14.18,14.73,1876.25,1876.52,47.55,47.42,67.43,67.43,45.63,45.63,49.7,49.7,44.51,44.51,90.25,90.25,553.98,541.13,10,10,66,66,67.26,67.26,703.59,703.69,441.65,436.53,0.55,0.56,308.13,309.84,6.9,6.9,25.11,25.11,436.35,436.35,2.63,2.66,40.82,40.27,69.65,69.65,-121.37,-121.37,134.65,134.65,112.37,112.37,61760.16,61768.94,40427.23,40432.98,89681,89694,6215.08,6215.96,7.05,7.17,1055.39,1055.54,12617000000000,12866200000000,33597.53,33602.31,5.29,5.16,11.04,11.04
Maximilian Thermidor,66.44,66.89,28.27,28.27,72.22,72.22,1.33,1.33,28.69,28.69,43.68,43.68,829.59,829.6,41.33,40.67,132.75,135,-12.81,-12.81,-9.55,-9.55,-9.17,-9.17,2353.03,2353.06,1267.01,1267.03,11558.79,11558.94,663.67,663.68,-10.02,-10.02,-12.12,-12.12,-10.2,-10.2,-4.9,-4.9,-12,-12,181,181,-2,-2,-8.66,-8.66,-13.62,-13.62,663.67,663.68,13.75,13.75,1508.35,1508.37,2036.27,2036.3,1960.86,1960.88,829.59,829.6,8.01,8.01,75.1,75.1,13.62,13.62,43.73,43.73,31.17,31.29,3.2,3.15,46.97,46.97,2.52,2.52,50,50,109,109,66.36,66.34,106.65,106.65,75.07,75.07,16.41,16.63,1960.86,1960.88,54.93,54.44,-71.8,-71.8,52.83,52.83,35.66,35.66,0.81,0.81,93.81,93.81,576.65,571.39,-8,-8,64,64,77.5,77.5,905.01,905.02,813.3,810.46,0.33,0.34,71.52,71.93,9.4,9.4,32.07,32.07,647.9,647.9,1.72,1.72,38.59,38.37,51.19,51.19,-96.44,-96.44,71.41,71.41,107.5,107.5,30277.43,30277.81,26029.55,26029.88,34661,34661,1357.52,1357.53,2.53,2.53,377.09,377.09,905100000000,911300000000,14290.95,14291.12,15.89,15.87,12.92,12.92
Free States of America,75.33,76.33,100.36,100.36,74.95,74.95,2.11,2.11,288.22,288.25,10.18,10.18,-51.77,-51.77,28,26.5,206,206.5,18288.89,18289.26,9438.25,9438.44,8199.25,8199.42,28606.28,28606.87,13708.69,13708.98,3853.65,3853.73,33639.71,33640.4,5859.05,5859.17,24848.29,24848.8,12708.84,12709.1,16808.47,16808.81,11752.26,11752.5,11456.18,11456.41,19404.9,19405.3,16102.42,16102.75,15728.09,15735.24,60127.85,60129.08,23.37,23.37,-50.89,-50.89,341.64,341.64,2306.04,2306.09,4441.26,4441.35,678.23,678.23,47.45,47.45,0.2,0.2,126.11,126.11,78.95,79.11,0.93,0.93,63.46,63.46,0.35,0.35,26.9,26.9,-578,-578,50.97,50.82,7.5,7.46,26.54,26.54,18.26,18.76,8455.48,8455.65,2.94,2.94,40.75,40.75,-0.9,-0.9,441.44,441.46,56.97,56.97,83.68,83.68,363.89,354.53,34,34,86,86,82.77,82.77,-23.45,-23.45,13.17,13.16,16.66,16.67,179.74,181.05,69.66,69.66,15,15,1.89,1.89,422.74,423.16,36.74,36.24,61.1,61.09,-375.52,-375.52,444.15,444.15,10.57,10.57,293020.65,293033.5,197169.37,197178.01,415540,415558,-18.71,-18.71,15.86,15.93,-25.88,-25.88,483929500000000,484562200000000,293020.65,293033.5,9.15,9.08,4.78,4.78
Ionysia,67.89,69.89,80.86,80.86,37.07,37.07,1.53,1.53,21.17,21.17,39.43,39.43,7848.88,7848.98,39.17,36.17,137.25,137.25,-13.64,-13.64,-9.63,-9.63,-12.73,-12.73,-9.36,-9.36,-11.74,-11.74,-6.2,-6.2,-14.07,-14.07,-20.05,-20.05,-11.36,-11.36,-6,-6,-11.66,-11.66,-11.66,-11.66,-12.08,-12.08,-13.89,-13.89,4168.88,4168.93,-11.46,-11.46,0,0,17.15,17.15,3503.96,3504.01,13595.38,13595.55,3644.12,3644.17,1962.22,1962.24,74.94,74.94,65.51,65.51,8.98,8.98,30.48,30.48,52.13,52.54,1.33,1.32,52.64,52.64,7.73,7.73,50,50,268,268,69.48,69.42,101.88,101.87,90.97,90.97,12.62,13.62,1822.06,1822.08,92.39,89.66,40.29,40.29,75.9,75.9,-5.47,-5.47,7.2,7.2,92.72,92.72,730.32,703.86,0,0,76,76,52.55,52.55,-7.75,-7.75,1204.67,1203.74,0.25,0.26,68.01,69.22,8.95,8.95,17.42,17.42,1792.16,1792.16,0.9,0.91,42.38,41.38,72.47,72.47,-104.5,-104.5,53.1,53.1,95,95,45375.5,45376.05,36281.05,36281.49,55380,55381,8409.51,8409.62,2.33,2.33,420.48,420.48,1562000000000,1588200000000,10935.49,10935.63,3.19,3.02,69.79,69.79
TesGay,77.17,79.83,13,13,82,82,1.19,1.19,32.46,32.5,45.83,45.83,505.54,505.65,25.25,21.25,168.75,177.75,674.05,674.19,-8,-8,1168.36,1168.6,-5.66,-5.66,-3.46,-3.46,2156.97,2157.42,1303.17,1303.44,-9.87,-9.87,1348.11,1348.39,-7.07,-7.07,-5.48,-5.48,157.28,157.31,1123.42,1123.66,-4.47,-4.47,1927.79,1928.2,0,0,3145.58,3146.24,12.25,12.25,1348.11,1348.39,786.39,786.56,393.2,393.28,224.68,224.73,1190.86,1190.86,83.7,83.7,18.02,18.02,32.9,32.9,37.49,38.12,2.01,1.96,51.62,51.62,1,1,53.38,53.38,124,124,65.92,65.84,103.21,103.2,69.79,69.74,31.74,33.08,730.22,730.38,75.58,72.23,-87,-87,49.13,49.13,44.78,44.78,0.69,0.69,94.23,94.23,460.21,432.37,0,0,71,71,76.44,76.44,393.2,393.28,1021.21,1017.81,0.33,0.35,251.75,270.66,9.74,9.74,12.64,12.64,738.12,738.12,1.49,1.5,23.26,21.92,45.94,45.92,54.31,54.31,-18.71,-18.71,92.09,92.09,18284.8,18288.64,16647.36,16650.85,19890,19894,1179.59,1179.84,2.57,2.57,224.68,224.73,146500000000,155300000000,9306.97,9308.92,4.09,3.8,9.83,9.83
The Town Hall,81.67,82,20.67,20.67,80.67,80.67,1.55,1.55,32.34,32.34,45.34,45.34,340.75,340.75,18.5,18,184.5,184.5,2089.95,2089.95,1417.53,1417.53,954.11,954.11,1590.18,1590.18,1908.21,1908.21,799.63,799.63,-3.22,-3.22,2328.47,2328.47,-6.16,-6.16,1181.27,1181.27,2317.11,2317.11,2112.66,2112.66,954.11,954.11,1635.61,1635.61,-6.48,-6.48,912.35,912.35,3044.05,3044.05,11.14,11.14,1022.26,1022.26,851.88,851.88,454.34,454.34,397.54,397.54,147.13,147.13,64.46,64.46,16.29,16.29,41.22,41.22,36.62,36.7,2.1,2.09,51.62,51.62,1,1,51.48,51.48,107,107,61.95,61.95,97.52,97.52,69.92,69.92,30.83,30.99,908.67,908.67,65.73,65.36,20.67,20.67,26.69,26.69,67.44,67.44,0.69,0.69,94.23,94.23,376.65,373.46,0,0,64,64,53.03,53.03,511.13,511.13,585.28,584.03,0.41,0.41,292.14,292.14,9.81,9.81,17.03,17.03,565.66,565.66,2.1,2.1,24.17,24.01,47.56,47.56,-50,-50,67.82,67.82,101.04,101.04,29642.29,29642.29,23497.54,23497.54,36453,36453,1022.26,1022.26,3.12,3.12,170.38,170.38,668300000000,673000000000,21727.8,21727.8,4.46,4.46,8.63,8.63
BRU MkI,50.42,50.42,79.58,79.58,16.71,16.71,1.25,1.25,23.24,23.24,27.34,27.34,1341.88,1341.88,55.18,55.18,65.25,65.25,3833.93,3833.93,-13.48,-13.48,-3.61,-3.61,-6.48,-6.48,-17.26,-17.26,-12.45,-12.45,21112.17,21112.17,-7.31,-7.31,-16.88,-16.88,2044.76,2044.76,4089.52,4089.52,-10.25,-10.25,-3.16,-3.16,-9.64,-9.64,-10.44,-10.44,-11.08,-11.08,24946.1,24946.1,32.4,32.4,1980.86,1980.86,4409.02,4409.02,14824.53,14824.53,3578.33,3578.33,3000.39,3000.39,79.95,79.95,0.85,0.85,22.63,22.63,35.65,35.91,2.21,2.17,40.38,40.38,7.03,7.03,40.94,40.94,81,81,100.23,100.2,138.12,138.12,89.85,89.85,22.36,21.82,15527.41,15527.41,5.91,5.91,22.38,22.38,91.94,91.94,-229.62,-229.62,41.54,41.54,90.45,90.45,2032.5,1941.89,-15,-15,58,58,43.61,43.61,4856.31,4856.31,1182.55,1182.81,0.2,0.2,133.45,135.71,8.83,8.83,6.37,6.37,484.65,484.65,0.95,0.95,32.64,33.18,70.68,70.68,-68.25,-68.25,62.88,62.88,110,110,98174.15,98174.16,87245.56,87245.57,109123,109123,4792.41,4792.41,1.66,1.66,2044.76,2044.76,506600000000,507200000000,7952.11,7952.11,35.68,35.65,7.48,7.48
Grand Beringia,71.4,72.6,96.2,96.2,70.86,70.86,1.56,1.56,21.15,21.15,29.05,29.05,13174.63,13174.85,33.9,32.1,1216.75,1216.75,-20.15,-20.15,-12.52,-12.52,-13.71,-13.71,-8.34,-8.34,-14.69,-14.69,-8.85,-8.85,-11.66,-11.66,-21.32,-21.32,-12.61,-12.61,-11.66,-11.66,-15.68,-15.68,-12.37,-12.37,-14,-14,-18.84,-18.84,-2.8,-2.8,-16.08,-16.07,0,0,20.25,20.25,1494.03,1494.06,14940.3,14940.56,2988.06,2988.11,5025.37,5025.46,74.94,74.94,64.1,64.1,1.06,1.06,45.93,45.93,57.4,57.64,1.21,1.21,53.9,53.9,6.47,6.47,44.79,44.79,361,361,66.33,66.3,108.71,108.71,90.98,90.98,13.79,14.39,4210.45,4210.52,44.76,44.73,42.14,42.14,59.28,59.28,-9.67,-9.67,0.77,0.77,93.9,93.9,433.89,421.63,1,1,83,83,53.86,53.86,679.1,679.12,1261.83,1261.38,0.33,0.33,338.43,339.32,9.19,9.19,17.42,17.42,2447.76,2447.76,0.8,0.8,41.21,40.61,80.36,80.36,-117.35,-117.35,66.11,66.11,88.83,88.83,55686.58,55687.53,44011,44011.75,68663,68664,9914.93,9915.1,2.53,2.53,1358.21,1358.23,6915200000000,6965600000000,22664.44,22664.82,0.56,0.56,109.88,109.88
EAF Blackeye Squadron,73.33,73.33,19,19,57.33,57.33,1.49,1.49,34.59,34.59,42,42,186.89,186.89,31,31,155.25,155.25,1295.79,1295.79,956.89,956.89,3239.48,3239.48,-5.02,-5.02,-6.16,-6.16,3823.09,3823.09,797.41,797.41,2399.21,2399.21,-6.16,-6.16,2292.56,2292.56,1295.79,1295.79,299.03,299.03,548.22,548.22,797.41,797.41,518.32,518.32,-7.01,-7.01,5332.69,5332.69,9.33,9.33,560.68,560.68,560.68,560.68,747.57,747.57,186.89,186.89,119.98,119.98,67.28,67.28,12,12,31.56,31.56,25.01,25.01,17.22,17.22,51.62,51.62,1,1,50,50,102,102,59.71,59.71,78.62,78.62,67.77,67.77,17.21,17.21,747.57,747.57,70.54,70.54,19,19,22.98,22.98,74.9,74.9,3,3,93.23,93.23,711.91,711.91,0,0,68,68,53.99,53.99,498.38,498.38,549.2,549.2,0.37,0.37,209.74,209.74,9.63,9.63,17.16,17.16,537.64,537.64,2.2,2.2,37.79,37.79,44.73,44.73,86.95,86.95,-32.56,-32.56,89.65,89.65,24729.7,24729.7,20054.44,20054.44,29809,29827,498.38,498.38,4.64,4.64,62.3,62.3,352200000000,369700000000,19041.87,19041.87,4.43,4.43,10.77,10.77
Half Elves,57.33,67.33,57.33,57.33,57.33,57.33,3.61,3.61,32.71,32.88,42,42,364.56,364.64,50,40,112.5,135,2430.41,2430.91,2141.19,2141.63,1458.25,1458.54,1458.25,1458.54,-4.47,-4.47,0,0,-3.16,-3.16,1822.81,1823.18,0,0,-5.48,-5.48,-6.32,-6.32,-7.07,-7.07,3402.58,3403.27,-3.16,-3.16,5346.91,5348,-4,-4,3888.66,3889.45,9.33,9.33,1093.69,1093.91,1093.69,1093.91,1458.25,1458.54,364.56,364.64,119.98,119.98,27.72,27.72,12,12,49.93,49.93,24.92,26.86,17.36,14.02,50,50,1,1,50,50,100,100,56.72,56.41,57.19,55.48,69.52,69.34,0.56,3.89,1458.25,1458.54,73.6,65.1,50,50,26.19,26.19,78.55,78.55,3.24,3.24,93.2,93.2,610.35,531.68,0,0,64,64,67.72,67.72,972.16,972.36,582.19,548.6,0.32,0.38,126.07,167.26,10.25,10.25,17.16,17.16,523.25,523.25,2.11,2.2,54.44,51.11,52.72,52.66,-20,-20,43.59,43.59,100.2,100.2,37012.74,37020.29,18598.44,18602.23,67104,67118,972.16,972.36,10.54,10.95,121.52,121.55,7000000000,8200000000,27315.4,27320.97,7.09,6.64,13.76,13.76
WA Guinea Pig,73.83,77.17,29.33,29.33,56.44,56.44,1.34,1.34,28.98,29.01,42,42,885.94,885.89,30.25,25.25,157.5,168.75,1830.94,1830.84,2905.88,2905.73,-5.66,-5.66,2244.38,2244.26,-10.95,-10.95,567,566.97,2126.26,2126.14,1550.39,1550.31,-8.37,-8.37,-8.25,-8.25,-7.62,-7.62,-6.93,-6.93,2716.88,2716.74,1830.94,1830.84,4104.85,4104.63,479.59,495.91,3957.2,3956.99,12.04,12.04,885.94,885.89,1771.88,1771.78,1550.39,1550.31,516.8,516.77,119.98,119.98,74.44,74.44,12,12,33.67,33.67,30.17,31.06,4.18,3.25,50,50,3.3,3.3,50,50,129,129,63.65,63.53,102.6,102.51,74.56,74.51,14.28,15.95,1550.39,1550.31,57.19,53.59,29,29,38.44,38.42,53.62,53.63,2.48,2.48,93.32,93.32,626.05,585.52,0,0,62,62,55.71,55.71,590.63,590.59,862.47,842.8,0.33,0.36,198.94,220.1,9.58,9.58,17.16,17.16,737.12,737.12,1.66,1.69,40.72,39.05,49.94,49.92,-76.81,-76.81,65.57,65.57,101.45,101.45,31062.22,31076.91,26580.61,26593.18,35706,35722,590.63,590.59,2.81,2.83,295.31,295.3,809200000000,851100000000,19134.33,19143.38,7.51,7.3,12.56,12.56
Camper Chanku,52.89,61.78,38,38,57.33,57.33,1.5,1.5,30.35,30.4,42,42,865.1,865.24,53.33,46.67,105.75,105.75,-7.75,-7.75,0,0,-3.61,-3.61,-5.66,-5.66,865.1,865.24,-2,-2,865.1,865.24,0,0,4758.07,4758.83,-6.32,-6.32,4325.52,4326.21,-6.32,-6.32,-8.94,-8.94,3027.86,3028.35,865.1,865.24,-11.1,-11,865.1,865.24,11.27,11.27,1297.66,1297.86,1297.66,1297.86,2054.62,2054.95,756.97,757.09,119.98,119.98,66.89,66.89,12,12,38.36,38.36,23.38,24.73,19.49,17.63,50,50,1,1,50,50,114,114,63.16,63,100.44,99.95,72.42,72.34,6.45,6.45,2054.62,2054.95,82.53,76.73,35.5,35.5,47.52,47.52,54.02,54.02,2.55,2.55,93.31,93.31,764.11,704.61,0,0,62,62,57.36,57.36,865.1,865.24,785.05,778.66,0.26,0.26,115.08,138.07,11.4,11.4,17.16,17.16,647.48,647.48,1.75,1.76,48.55,48.55,51.14,51.11,15.81,15.81,-30,-30,101.45,101.45,28440.28,28444.85,22992.76,22996.46,34375,34380,1081.38,1081.55,2.88,2.91,432.55,432.62,196500000000,208300000000,14931.14,14933.55,8.15,7.88,9.27,9.27
WhyNoBunnies,69.5,72.5,45.78,45.78,78.67,78.67,2.73,2.73,31.05,31.05,44.28,44.28,211.68,211.69,36.75,32.25,144,153,4741.56,4741.86,-4.73,-4.73,-7.21,-7.21,1270.06,1270.14,762.04,762.09,-5.22,-5.22,-7.35,-7.35,1164.22,1164.3,4741.56,4741.86,-6.16,-6.16,-6.16,-6.16,59.27,59.27,84.67,84.68,3048.15,3048.34,-6.56,-6.56,-4.23,-4.23,4741.56,4741.86,10.77,10.77,1481.74,1481.83,952.55,952.61,2116.77,2116.9,0,0,919.19,919.19,36.66,36.66,15.9,15.9,56.04,56.04,31.37,32.15,3.12,2.86,46.97,46.97,1,1,51.96,51.96,105,105,62.73,62.64,104.27,104.17,71.46,71.46,16.86,18.36,1799.25,1799.37,75.34,71.6,41.33,41.33,34.64,34.64,66.44,66.44,0.71,0.71,94.13,94.13,380.38,352.02,0,0,67,67,64.52,64.52,529.19,529.23,814.88,797.97,0.3,0.32,83.1,86.69,11.54,11.54,13.87,13.87,569.1,569.1,1.72,1.74,38.14,36.64,52.15,52.15,-69.28,-69.28,46.9,46.9,99.3,99.3,34902.13,34904.36,20431.92,20433.23,55727,55730,1058.38,1058.45,2.95,2.97,317.52,317.54,12400000000,13500000000,22825.99,22827.45,9.31,9.17,13.05,13.05
Attack on Peace and Harmony,49.33,49.33,39.56,39.56,57.33,57.33,2.36,2.36,32.4,32.56,42,42,250.51,250.63,56,56,99,99,4008.21,4010.1,2653.77,2655.02,0,0,-3.16,-3.16,-7.75,-7.75,3285.06,3286.61,-7.07,-7.07,0,0,4008.21,4010.1,1002.05,1002.53,2672.14,2673.4,2338.12,2339.23,4342.22,4344.28,2672.14,2673.4,0,0,467.62,467.85,4008.21,4010.1,9.49,9.49,751.54,751.89,751.54,751.89,1002.05,1002.53,501.03,501.26,119.98,119.98,42.42,42.42,12,12,41.58,41.58,20.57,20.57,22.77,22.77,50,50,1,1,50,50,100,100,58.45,58.16,71.11,69.41,69.85,69.68,7,6.33,1002.05,1002.53,84.56,75.45,36.67,36.67,19.3,19.3,81.49,81.49,3,3,93.23,93.23,777.83,688.67,0,0,64,64,64.95,64.95,668.03,668.35,522.66,518.78,0.28,0.32,104.15,104.15,9.95,9.95,17.16,17.16,495.41,495.41,2.28,2.29,48,48.67,49.94,49.88,10,10,-10,-10,100.2,100.2,38158.12,38176.19,24173.14,24184.58,56982,57009,668.03,668.35,7.79,8.31,83.5,83.54,2395100000000,2543700000000,30793.61,30808.19,7.34,7.34,12.08,12.08
Southern Low Countries,69.07,69.07,66.67,66.67,79.33,79.33,1.31,1.31,21.51,21.51,41.43,41.43,8915.14,8915.15,37.4,37.4,149.75,149.75,-15.1,-15.1,-12.26,-12.26,-15.17,-15.17,-10.04,-10.04,-15,-15,-9.55,-9.55,-16,-16,-18.93,-18.93,-16.82,-16.82,-14.42,-14.42,-15.75,-15.75,-15.2,-15.2,-12.96,-12.96,-20.78,-20.78,2636.65,2636.65,-23.08,-23.08,0,0,24.1,24.1,4086.11,4086.11,12444.05,12444.06,4086.11,4086.11,2321.65,2321.65,239.44,239.44,76.09,76.09,12,12,35.05,35.05,68.79,69.01,1.04,1.04,43.65,43.65,6.08,6.08,50.5,50.5,310,310,75.33,75.3,115.64,115.64,90.78,90.78,21.9,22.5,4086.11,4086.11,104.31,104.27,27,27,88.79,88.79,-112.41,-112.41,0.73,0.73,94.05,94.05,475.53,462.68,0,0,88,88,45.22,45.22,1114.39,1114.39,1282.8,1282.3,0.2,0.2,127.67,128.78,9,9,16.68,16.68,2256.37,2256.37,0.77,0.77,33.1,32.5,69.2,69.2,-131.38,-131.38,75.89,75.89,102.24,102.24,56591.83,56591.87,48989.94,48989.97,64388,64388,9658.07,9658.08,2.1,2.1,1671.59,1671.59,798300000000,800600000000,6338.28,6338.29,0.79,0.79,107.16,107.16
